date,article count,entropy,Unclassified,Unclassified-Sentiment,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic-Sentiment 1,Topic-Sentiment 2,Topic-Sentiment 3,Topic-Sentiment 4,Topic-Sentiment 5,Topic-Sentiment 6,Topic-Sentiment 7
19980401,207,2.296328327941457,0.03339555404717461,-0.0006448328525369075,0.49367415995104585,0.08315881114646234,0.025068276407492422,0.044571707831757144,0.04904718082980428,0.035804945922391224,0.23527936386387205,-0.009532280682628734,-0.0012584872022303275,-0.0003161126468540046,-0.00029639176932575763,-0.0004893929533332204,-0.0002427409980176967,-0.0026278722135868165
19980402,210,2.31830057189374,0.03687150837988827,-0.0002957607624055205,0.5063180909859513,0.04482275683639464,0.025070358911268513,0.039956523311197416,0.04688445601954071,0.03495516702724739,0.26512113852851177,-0.0075783127344063676,-0.000544403493699807,-0.00013997956790546282,-0.0003174627189374566,-0.0006102737804311434,-0.0007891027481235516,-0.0027381777399335867
19980403,205,2.3012524940611003,0.04889920623034297,-0.0011607009135839441,0.4980836740925343,0.031197888654931925,0.041157638870332476,0.02636046678029726,0.05212469188779413,0.04593780263196013,0.25623863085180676,-0.005337932567608838,-0.0002442656223819917,-0.0010107367689008722,-0.00024087116205984764,3.099717952701293e-05,-0.000700706888829942,-0.0028304664971380497
19980406,191,2.3130884567784062,0.04395390989124806,-0.0007444329363024327,0.4538959696211444,0.02812369612825137,0.016664036574130247,0.020303174339167753,0.029714923362455906,0.03736247587706606,0.3699818142065362,-0.005734871109901153,-0.00015479645217501655,-0.0001048137139815175,-0.00020253436395706545,-1.3668832608467718e-05,-0.0003469888278869905,-0.006874486202338045
19980407,183,2.3162988385819325,0.04232110057352776,-0.000524796641301495,0.4889753316610577,0.03030712028129383,0.04348250114265577,0.013140678163593196,0.04382518960141847,0.048632078422133414,0.28931600015431985,-0.011584247068730479,-0.0003255813598854982,-0.0005244116832234503,-4.3309483700245515e-05,-0.00016881599017991498,-0.0009935882736315995,-0.005102783329987922
19980408,214,2.315381528824054,0.02022285151440532,-0.0006156119182467369,0.5702772285792109,0.07182218744382425,0.021391162068352208,0.04216287828113217,0.023041623985076407,0.036230993530648126,0.21485107459735062,-0.010093902747137328,-0.0012648551201424867,-0.0004504354395857155,-0.000649230165142797,-3.879060522599461e-05,-0.000607784465933212,-0.0024699829884748956
19980409,189,2.3136975109481326,0.04582182320441989,-0.0010359116022099432,0.48588522303621584,0.020894759009915363,0.013157794908053884,0.014426870758880425,0.022280363129810642,0.04056026619438641,0.35697289975831753,-0.008672552053356944,-0.00015396839982475307,-5.2439599228273335e-05,-6.497778856204265e-05,1.4609009774757495e-06,-0.00022561029332745418,-0.009374730446235999
19980410,91,2.297914294584591,0.16051081631529696,-0.005944845048714697,0.41470639853739,0.022332566586639905,0.029123863104157034,0.0023206214652243162,0.024406497617397254,0.045499150030718256,0.30110008634317625,-0.010354266072284408,-0.00022348213794242213,-0.0007763270115337043,-6.902450894304235e-05,-0.000686665954592072,-0.00015407016425346355,-0.008377987236265799
19980413,116,2.3365113205113364,0.06996904024767801,-0.0018575851393188834,0.5138658104221835,0.0347208962817365,0.024669660039103206,0.04846546660299309,0.015047377802795756,0.02174455950279198,0.271517189100718,-0.009996100716673438,-0.00018181923204491107,-8.121054027404424e-05,-0.00046816308996527314,-0.0002224576855791568,-0.0001796847490627386,-0.004181568771089411
19980414,35,2.3380318049245683,0.00701508242721852,0.0,0.4541921841415671,0.018671715873874846,0.048281224344390083,0.018695194668537356,0.042180574599024266,0.13152058588747467,0.2794434380579131,-0.006071339368289645,-0.00029154656178415094,-0.00028908953466818567,-7.01508242721847e-05,-0.00032444756225885553,-0.0012609160978154304,-0.00589805196602903
19980415,247,2.2988960585697473,0.039042682254328887,-0.0006065953457593466,0.5022329400674487,0.053169182429699896,0.029364404092015434,0.018672538394110233,0.02767625062268904,0.039528853517999764,0.29031314862170804,-0.006734617712242632,-0.0011947053989064978,-0.0005674634866769415,-0.0004030958591816222,-0.00017787046809089027,-1.475642589022987e-05,-0.0048316110857598155
19980416,222,2.3288341118381854,0.02806699864191942,-0.0005941602535083743,0.5189118072440415,0.05946627678839007,0.039887690475663325,0.027192684432128123,0.03354522452855127,0.026355269584743556,0.2665740483045627,-0.006143052266708717,-0.001160051114588358,-0.0009425346599997499,-5.436722326412911e-05,-0.00010325946197923451,-0.00011425576165618888,-0.005006698615470424
19980417,218,2.3332290857295974,0.05870710562261311,-0.0019792044155771725,0.4972243928762071,0.047183870915159624,0.03154059309333302,0.02079159556973039,0.029642345314856672,0.03339703061551546,0.2815130659925846,-0.008945451638437591,-0.0009078636055281146,-0.0010473392746116715,-0.00014847573823679664,-0.00035650356142090774,-0.0003952304783099224,-0.007517285844229375
19980420,212,2.3384432201453107,0.031056602707208864,-0.00028258965156695943,0.5075393469053183,0.06884113680022674,0.03023393377397826,0.025585000937081208,0.03562585289917153,0.026672135321358956,0.27444599065565595,-0.009542229583961998,-0.0013139022269830452,-0.0006966550437304929,-0.00014154671344933058,-0.00028208327376956965,-0.00022494533460493542,-0.005347455185808799
19980421,128,2.332571288680718,0.09444689776992714,-0.0020423934643409125,0.48103940482385465,0.018365246258136264,0.010619146080162558,0.02433318135459888,0.05727048281504106,0.04890365523501279,0.2650219856632667,-0.008755280766369599,3.528984589415907e-05,-0.00019873579722258814,-0.0002621872129489702,-0.0005497408049319871,-0.0006907530515466384,-0.005531341164077711
19980422,194,2.319860530696303,0.037816789862724395,-0.0007589757127771907,0.4946945428345019,0.04938083951129042,0.047071360974733,0.01392738459715506,0.047385523771718494,0.051179769460730815,0.2585437889871458,-0.005486901930257797,-0.0004843562137715533,-0.0005820777116512832,-0.0002808908930753546,-0.0005803604243787975,-0.00022317131155476214,-0.004109865591340003
19980423,273,2.2931933945186036,0.07443833104080697,-0.00210912425492893,0.4556443666522658,0.04172412198463326,0.029284348882059056,0.038981041851571425,0.03950521853790061,0.052406655462205756,0.26801591558855703,-0.008310572632683581,-0.0010428706287143748,-0.0004132563259914794,-0.0004816800449537716,-0.0005198727274398736,-0.0005057712835731482,-0.0038566503593947784
19980424,239,2.3311743924004813,0.03213927855711423,-0.0005511022044088167,0.5098861698463618,0.04863595163694434,0.0371844834736591,0.011881413202344539,0.030272581464489735,0.040377575339649446,0.2896225464794368,-0.009203938950110391,-0.0007937856639735554,-0.00036826355643126263,-6.341630629680402e-05,-0.00046370886937890444,-0.0003539736743033365,-0.0046346765065598304
19980427,273,2.3284002496549427,0.056937942485529136,-0.0008993842676936546,0.4387009193199701,0.051406903515144625,0.029741871907519698,0.05432387960515319,0.05750783180188976,0.02971462906171107,0.2816660223030824,-0.008124121328480007,-0.0009248192983948543,-0.00024116968929329088,-0.0005029713636082049,-0.0007365732582812457,-0.0005093168491712682,-0.006072390434019634
19980428,212,2.319528251920866,0.07347181008902078,-0.00264094955489614,0.48518237284082616,0.04708721155859578,0.040259334315681405,0.016811915993666736,0.02281279551309225,0.01740675486317177,0.29696780482594504,-0.006422163883317725,-0.0005680282790075064,-0.000539602063875496,-8.996369604678188e-05,-0.00011054227671438365,-0.00021833639489425832,-0.005523173495164601
19980429,298,2.3041736506962183,0.05098817603619755,-0.00164340291117087,0.4759069239461391,0.03679409862701424,0.031265785274207473,0.015304430387751191,0.026938253132725097,0.03505270123050029,0.327749631365465,-0.009944865371803347,-0.0004663730404122699,-0.0002601834705424733,-0.00021456646110751967,-0.00018085295194703306,-0.00045009724218576124,-0.00632572164042817
19980430,280,2.271130584661273,0.06055189588688946,-0.0016669344473007692,0.43092698919211325,0.060584014310832414,0.025104366797489962,0.024359682296604984,0.03543325434554713,0.055134321456209036,0.3079054757143137,-0.007354419939495447,-0.0015697853927332222,-0.00028967418550074564,-0.0004195748594633278,-0.00023334653859401495,-0.0004419444625832819,-0.004934667218030966
19980501,201,2.308023554276775,0.07418645694646561,-0.0019816081989039213,0.3978623478312982,0.03008600046747223,0.04434559602929821,0.02133210014765213,0.02848175810916841,0.08088350513601972,0.32282223533262544,-0.0019241789219435657,-0.0004307775509270597,-0.0003816565985379694,-6.680671257056909e-05,-0.00020020498805179234,-0.0003581655739478854,-0.005307745524225807
19980504,189,2.259389008119215,0.057655436866611884,-0.0006505067104902759,0.4726201385856461,0.038163787866528444,0.01725245886228171,0.026273186133137987,0.027022347922939328,0.09098874034088623,0.2700239034219683,-0.008864100940287214,-0.0014926357565788531,-0.0005242698803079851,-0.00038151170375218507,-0.000518716049349779,-0.0004158872546595541,-0.006427912652259691
