date,article count,entropy,Unclassified,Unclassified-Sentiment,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic-Sentiment 1,Topic-Sentiment 2,Topic-Sentiment 3,Topic-Sentiment 4,Topic-Sentiment 5,Topic-Sentiment 6,Topic-Sentiment 7,Topic-Sentiment 8
20020215,207,2.3012189605423483,0.012507739938080496,-0.0003921568627450973,0.31275005361634806,0.02991144062073796,0.20599247035674642,0.18577646465890926,0.18726703120632374,0.021517004593786127,0.010559157980986167,0.03371863702808169,-0.005829394200140305,-0.00042990011945429914,-0.004656326781329542,-0.005858469172628479,-0.003920377042812481,-0.0002671895387351185,-0.00017158173743007588,-0.0010958635746523334
20020218,142,2.3459196589515656,0.03160534542581332,-0.0011336699989693908,0.3558841669454211,0.05075419693389282,0.1948469339645195,0.10178336471942293,0.1873772382870541,0.021297541433846524,0.017032670746775832,0.039418541543253846,-0.008366762957054727,-0.0004666345152929144,-0.005882596944222269,-0.0042105060711363045,-0.004997744263453773,-0.00018546275788926535,2.7280828852204295e-05,-0.0013736178421156098
20020219,148,2.327585138653098,0.0011564895585514142,0.0,0.39592222313748754,0.036797952387971115,0.17751732923692146,0.1274767037574325,0.16991863442079813,0.04308085023888424,0.008965527161812889,0.03916429010014067,-0.007768311582903898,-0.0004462812907380989,-0.003895278572145806,-0.0030309781407169972,-0.002751064479475933,-9.751569337583932e-05,-2.4210762216313605e-05,-0.0011180010327490552
20020220,182,2.2664112584809057,0.017528564217868123,-0.00034414720323039486,0.3804352840714576,0.06345019885811408,0.18068666205739176,0.09144267144548739,0.17823774778720244,0.031149843714605264,0.015728209937050406,0.04134081791082296,-0.006960409955889451,-0.0006836181984768063,-0.003333297458216054,-0.0018479982191878332,-0.0030326308733850003,-0.0003950745752042396,-9.814777820317972e-05,-0.0010397282780133747
20020221,226,2.2955372681827204,0.017858133215018578,-0.0005361137300574927,0.3365217513667735,0.04465714105531491,0.16199386586526426,0.16641991110713492,0.18594927113159423,0.041360919585711683,0.01707674482449857,0.02816226184868922,-0.005736981006573444,-0.0004293510534963658,-0.0028510055772929758,-0.004391876272028476,-0.003106856797488807,-0.0005143645351651705,-3.530750079993727e-05,-0.00045963022593078703
20020222,179,2.2209347080382433,0.035662824207492796,-0.00048030739673390866,0.3500585199395797,0.048124389905670424,0.14149517209944829,0.15822513782804296,0.17665846044687564,0.02965766859571052,0.015790217355045467,0.044327609622134105,-0.006622757659787743,-0.000494128839838283,-0.0030254314888411428,-0.004275678265772987,-0.0030908781947954177,-0.0002910138061908871,-9.363326773837925e-05,-0.0010305899083511711
20020225,178,2.2934524870178996,0.04054333111534314,-0.0007112865107954931,0.34681986599424824,0.046650133485851245,0.1837811782974033,0.15356308680305375,0.16203625598445937,0.025891533306025907,0.018042232455073588,0.02267238255854136,-0.00686519208764199,-0.000646344048762165,-0.005331240672947275,-0.004360513556218591,-0.0032303499133067245,-0.00026148865926553646,-0.00015703735459368488,-0.0005782079357475839
20020226,188,2.304976452896315,0.04031290279567981,-0.0012889461753855702,0.3555030916606291,0.04747694875410527,0.17629780360227043,0.14308950095600853,0.16917520992823254,0.026762293200991643,0.011572882110576431,0.02980936699150621,-0.005840688138605097,-0.0006662251839045581,-0.003925361499471764,-0.004046703949243157,-0.0031442042440154123,-0.0002944263623978031,-3.2449141611721e-05,-0.00047298250479596885
20020227,238,2.260504430910759,0.046251607252669434,-0.0013230717626670123,0.36334992213183887,0.04990632386490784,0.1413095309107908,0.13728230017431545,0.1848038230656676,0.024599244957343492,0.009396831901165937,0.043100415741300566,-0.0056852425727110766,-0.0005248660703421769,-0.002765059109516634,-0.003868685255329035,-0.003063290729621195,-0.00018440483297960306,-3.1553304223203616e-05,-0.0010209265992721717
20020228,214,2.298578699893851,0.016741139125336136,-0.00018196890353626235,0.36499079859488687,0.06607569681388828,0.18158294746414574,0.1446927643107033,0.1517094021829519,0.02952175213069669,0.01592531698023115,0.02876018239715987,-0.007020654444245587,-0.0007477230014074731,-0.003400710559580698,-0.0039847016897815255,-0.0025179226401647243,-0.0004863653512161951,6.3132589568626615e-06,-0.000692126472093579
20020301,42,2.3271617122565416,0.13857991134900058,-0.004850715062306592,0.2659711509229069,0.03596363655590276,0.14957154727575425,0.1356114342787879,0.19847858260205478,0.041379073618267606,0.0036633295651871036,0.03078133383213807,-0.005639834183895163,-0.0003712691705219781,-0.005210588680089871,-0.002879381405911736,-0.005808493701243642,-0.0005569438899687893,-2.553334973229703e-06,-0.0006900892672502181
20030101,25,2.294918593956848,0.034367749419953596,-0.001015081206496519,0.4543407874283781,0.06409523822165117,0.13545792171798957,0.0019233117596776153,0.06689288089271397,0.0,0.007993955305898155,0.2349281552537378,-0.014357092208594347,-0.0014017519940762665,-0.004750078339716076,-1.526437904506037e-05,-0.0012374710419243901,0.0,-6.612251468155692e-05,-0.003984284487159487
20030102,144,2.2338346299035314,0.01432985942801745,-0.0003029568589432856,0.48917707058238796,0.10046903653949407,0.20109808447478336,0.006595669606069786,0.0687364870685829,0.009363956993631429,0.03743731306870249,0.07279252223833053,-0.0070893021843386715,-0.0017442410723405087,-0.0020138317039211408,-2.700901521283171e-05,-0.001066318607704299,-3.5234908264362214e-05,-0.0010425455649955783,-0.0012810806853457092
20030103,177,2.3193726351431727,0.02401579819085234,-0.000360980167324924,0.4764507055712431,0.11864110803369113,0.19493973387789207,0.002630742965115203,0.04620373687037901,0.011502112056746807,0.05518784457282754,0.07042821786125276,-0.010608787924184744,-0.0026664763178440134,-0.004715703072172524,-1.9809004680386856e-05,-0.00108994162140412,-6.46891865832586e-05,-0.0008325818854689655,-0.0012361384773634028
20030106,200,2.3266643808970295,0.026635749571529387,-0.00014114326040931457,0.44667598000655384,0.08357145250473244,0.17695046383924162,0.010346125793157595,0.0500396773162815,0.009559570193628138,0.0670656826843237,0.1291552980905517,-0.007319171759450884,-0.0010094573534708518,-0.002762390069983244,-4.7292955851560175e-05,-0.000759289664982468,2.1164362947097218e-05,-0.000511275303658813,-0.0017467766193964137
20030107,174,2.3238308786443853,0.03758778397020968,-0.0009746832279509145,0.43499871486569747,0.15406919177077463,0.18907601995247197,0.0058854743662701695,0.04827416288891187,0.008999119618769737,0.0405336266501801,0.08057590591671425,-0.009090919383596826,-0.0026055799482326827,-0.003108601330916072,-2.9561283528467533e-05,-0.0010327068795501638,-8.208515795568492e-05,-0.0006482396229417953,-0.0016713689479480073
20030108,231,2.3080190290546816,0.06138116925364811,-0.0017659633794962337,0.40245626317170435,0.11907193556108057,0.1930323596827115,0.007163748184701098,0.07107702957402917,0.007129148057744921,0.043261523013326676,0.09542682350105355,-0.008757264966360357,-0.002711156195280498,-0.0045700705315011225,-5.548917622984202e-05,-0.0015325548311970667,-5.2886317562792836e-05,-0.0010405596107662934,-0.0023042771312098112
20030109,185,2.2986174766746474,0.04234535245255,-0.00271474314353334,0.3997985318836761,0.13757285606087544,0.21696139760529476,0.005676291203036322,0.05688162072813068,0.011358153941269726,0.041449748065526766,0.08795604805964018,-0.006002379406751612,-0.002413821777700211,-0.003415029743893605,-6.286418589999578e-06,-0.0009213420196264366,-8.555559435288115e-05,-0.0007194599173666494,-0.0014948285418308791
20030110,225,2.313957559055233,0.04300068770535646,-0.0008405287690074107,0.38759507799520115,0.11672296605123937,0.24097131340381478,0.008381945941806052,0.06470850291665356,0.00394672966247666,0.038361092783863716,0.09631168353958812,-0.008506056562792321,-0.003042097804562997,-0.004181303900177217,-2.2730397987057783e-05,-0.0011906803332392467,-2.6202598303504346e-05,-0.0006957199209997391,-0.00235507552556897
20030113,225,2.2911164470089336,0.031594871894334645,-0.00052367190985085,0.3845269197468946,0.14428909886183322,0.23436039823103605,0.004824299279330645,0.06382604499038096,0.004788803517471675,0.034608617149361906,0.09718094632935625,-0.007247789569636997,-0.003115257197143108,-0.004493393058023422,-2.8215395009220415e-05,-0.0009051972734558434,-2.5702072043563558e-05,-0.000751029517272046,-0.002828671837817642
20030114,215,2.334855313694299,0.024272132508449784,-0.0004941395054651824,0.42618026470593223,0.12212473787442314,0.2450491688539277,0.004910637801817207,0.04567931928256251,0.003891220374650548,0.034409183299247095,0.09348333529898967,-0.00967010115123671,-0.002856402651268175,-0.00484740743882986,-1.4178831391977483e-05,-0.0005100216699052329,-3.062736762497224e-05,-0.0005572899496069675,-0.002089939947706293
20030115,235,2.3227169747676926,0.03826448353695676,-0.0013614703880190588,0.36651565486083626,0.10552542995937361,0.2690417352652978,0.005764192144997737,0.05915062777150825,0.006685762716579886,0.04613686073001567,0.10291525301443401,-0.0074561583120203575,-0.0023348463466291067,-0.005016680250228049,-7.635279410842842e-05,-0.0015639041580880102,-7.166237473936239e-05,-0.0011536818673262474,-0.0031607936503626156
20030116,236,2.3237948208453494,0.04717285945072698,-0.0017591096751032106,0.3960078846073534,0.08189365169193003,0.24792925244269548,0.004299580856434029,0.051616939322936546,0.010701565600019808,0.04225053779893814,0.11812772822896551,-0.007660373796177232,-0.0014616963607973464,-0.0041396099217755195,5.295397774081663e-06,-0.00067419595696115,-2.767344283577762e-05,-0.000818109748824368,-0.003066034303592396
20030117,69,2.3481538857234465,0.008768147189880695,1.0638905894544167e-20,0.4158201006653292,0.12085818360819052,0.2600392864632868,0.008032173380878655,0.03435361573461206,0.004586855020590733,0.06200442474116488,0.08553721319606643,-0.009977525324464172,-0.0026132929054244443,-0.004497884584867981,-8.234774016524126e-05,-0.0003324908620615069,-2.029766714288308e-05,-0.0012744334045397157,-0.0015649108758110535
20030120,157,2.3251233072185884,0.05010236578707916,-0.0012511373976342116,0.4081782219895918,0.06175630220945534,0.2789231042851455,0.008349153260121374,0.09651095997318841,0.008836198994807606,0.033402081932483584,0.053941611568127275,-0.008914752541074442,-0.0010815272427080601,-0.0050635410624208475,-5.871447281571943e-05,-0.0016426884344167276,-6.81858307996366e-05,-0.000573320991028108,-0.0010231110989857536
20030121,40,2.2810427004253864,0.07865437567341076,-0.0023943493355680556,0.4606041775474885,0.06519056091822258,0.24311539871849122,0.0022489349377892384,0.048316412426070286,0.008973731085547196,0.05143599633004638,0.0414604123629338,-0.016254607476889445,-0.0008616447349458483,-0.00482380947562067,-3.6278020235879324e-06,-0.002406303709287489,-5.151478873494903e-05,-0.000267386284386165,-0.0011900785522468685
20030122,203,2.320730432249114,0.03894446072071318,-0.0011300380864688387,0.4490074276931585,0.07287871956517634,0.2358435155536123,0.00633109675723352,0.08195567452829429,0.006714855883727742,0.046917155651721054,0.06140709364636298,-0.009612718711587611,-0.00172493325644643,-0.00393461802016593,-5.53621905422445e-05,-0.0013269658013053591,-2.6072152242711968e-05,-0.0012296345502765444,-0.0013840493123270427
20030123,235,2.297459218440372,0.06455979590774197,-0.0011107061661546974,0.41429746008714263,0.10004835354745452,0.23832517300127934,0.010506149722510296,0.04929053926758918,0.012874407450121536,0.038731172408925915,0.0713669486072346,-0.007854965634479938,-0.002155028726051206,-0.0037379554550761576,-0.0001684126948993628,-0.0005663176103879444,-0.0001446385016834127,-0.0007391972902661345,-0.0016411722563996725
20030124,205,2.303602452469418,0.0396315381095438,-0.0014324652328750757,0.4139897302578657,0.0889412133763419,0.23509884228815658,0.010687972266174439,0.061937233190210016,0.006527176757234309,0.05039848775314883,0.09278780600132441,-0.009809024065561297,-0.0019034425168063026,-0.0041020240318837345,-6.854100744540419e-05,-0.0011985465648483673,-6.91344785009666e-05,-0.001084424670327023,-0.0017397945230515563
20030127,251,2.3073887919912073,0.06097216334605059,-0.0015543309311855287,0.39271830905300337,0.08182041138011657,0.2560912875767332,0.00703977606519021,0.05770006466035125,0.006829759877984068,0.03653454482598774,0.10029368321458293,-0.0076799774388574054,-0.0012197826073436673,-0.006316904422211427,-4.750540011577583e-05,-0.00095847242546404,-6.595229147157911e-05,-0.0004574177294836679,-0.0027007871763622842
20030128,227,2.3056506488420405,0.08690231610739434,-0.0021071485012906263,0.4054653875738559,0.06756184606088712,0.24152720730733396,0.007125904609790887,0.05081706268610481,0.005380232870239992,0.034342083479236715,0.10087795930515625,-0.01038606485709869,-0.000774414810938538,-0.005086669106376198,-6.909397906021922e-05,-0.0010592593809578238,-1.3675180930093216e-05,-0.0006955637056001773,-0.0021087654497400883
20030129,279,2.300976911279446,0.055071167747224085,-0.0012668604217899978,0.35066997342653056,0.07411940237778501,0.2923362852449564,0.00598887173566732,0.06324201060256592,0.00543403860123731,0.04564099171288035,0.10749725855115298,-0.00753947544126441,-0.0018649417230754291,-0.007334593200777948,-4.7442662577918466e-05,-0.0008816714708946434,-4.7034536551507885e-05,-0.001081481461106643,-0.002576040031361578
20030130,254,2.3021171834996035,0.052592912015076744,-0.001054094197690574,0.3584598179180874,0.07819453193154748,0.25354074868183524,0.004519443677696947,0.06619701789325626,0.004918713048237757,0.06640186044684174,0.11517495438742038,-0.0059519620526330246,-0.0017910796495731911,-0.004617233642719673,-2.990357974305493e-05,-0.0016911006188415922,-5.2299222684052074e-05,-0.0015799328004035744,-0.0027491080171943077
20030131,239,2.330325081852034,0.07697986231523288,-0.0027468282717299838,0.3125387680296967,0.0822172042398457,0.28540097997960495,0.008459302283367913,0.06300202662167188,0.003627089403703978,0.06685993373244059,0.10091483339443535,-0.00589610908781406,-0.0018884656356669288,-0.005403341724846111,-6.511590317885517e-05,-0.001099679044137326,-5.540023379964003e-05,-0.001048660153075925,-0.002380444307027726
20030203,53,2.30267621086291,0.11158129175946548,-0.0018559762435040746,0.33722289652617526,0.15483750871057894,0.20362791770444819,0.00985064380423242,0.051609662706165634,0.0015941859102098221,0.031449886324596214,0.09822600655412797,-0.010516417598183734,-0.003617553545073043,-0.0054555559131365,-0.00022448474564287421,-0.0006143531697858742,-3.907318407376915e-06,-0.0006577438212956749,-0.0034088703027287844
20030303,217,2.288554170092836,0.08376913927539789,-0.00239771933468008,0.44158451985190916,0.10022718727586546,0.1679827048965439,0.056307817954799784,0.06522438867432029,0.0050337473936727445,0.06925027527790428,0.010620219399586347,-0.009749621869298545,-0.0029146309933166473,-0.002848639081568879,-0.0015404719036342799,-0.0011381466647577172,-2.8534068203246468e-05,-0.0009101363809194704,-0.0001270924349443826
20030304,189,2.291913549391098,0.057171998145572556,-0.0014464534075104285,0.39699003332611615,0.10934315563530783,0.18934503173581632,0.0754302814089519,0.1157527677092264,0.005868697458046243,0.04477908074952136,0.005318953831441075,-0.00751842641498,-0.0028519045101018836,-0.0033905221425407973,-0.001572688678051492,-0.002608470275561289,-7.768681294636645e-05,-0.0009350721574932478,-7.165459942364561e-05
20030305,267,2.2929207263257965,0.08385720519077555,-0.001664538858094019,0.3892997409884343,0.10799055586510345,0.15277381977484542,0.0948069151684425,0.08063542695259114,0.007187660582866073,0.0768093868868279,0.006639288590113625,-0.006747852867345963,-0.0017450350168334613,-0.0020626663756373926,-0.0016925031546598328,-0.0015019645665744635,-0.0001093484131835722,-0.0012933019644839846,-2.210422138117836e-05
20030306,240,2.292416221582452,0.06245430470032007,-0.0015922273310695516,0.3937487784542688,0.10840268721651412,0.14797115536616498,0.11140034458154369,0.09054459023656629,0.009166092720415981,0.06916352423628386,0.007148522487922072,-0.005503020653672421,-0.0023642196500874577,-0.0022404197090355204,-0.0030567324785475483,-0.0020263226130993,-0.00010021042658278111,-0.0013287964362619026,-6.617057361541078e-05
20030307,256,2.2974274913408026,0.06497841541893346,-0.0013319853000176515,0.4014670558301923,0.10735041371588352,0.16918909274987493,0.09293252209190304,0.08961008830846759,0.014313704300035528,0.05448067863490745,0.005678028949802076,-0.00830710218467984,-0.0023970079143185575,-0.0021699405082497214,-0.001987784328772622,-0.0019346684805583705,-0.0002308761738803454,-0.0011421722120785543,-1.284994348606641e-05
20030310,276,2.2904751988188536,0.05839979418574736,-0.0017687162335991752,0.36371138254287166,0.12324290394549874,0.19496537300765168,0.10267285901066894,0.072673061246693,0.007660821052255492,0.0700669847554429,0.006606820253170152,-0.005877283070375838,-0.002242451536946357,-0.0029793407214903822,-0.0022972640648035083,-0.001618466695159506,-6.090252439682751e-05,-0.0016023245370454726,-4.437487653793599e-05
20030311,278,2.3065377469267343,0.09500373582821688,-0.0031673326186531497,0.3651499372902139,0.11284824381273535,0.17520785799149416,0.08589450650508447,0.08938399896104941,0.007785498716711746,0.06363344737738501,0.005092773517109085,-0.007097084134450693,-0.0024124967650339035,-0.003185453761917689,-0.002177369214881756,-0.0022547899530494984,-0.00011061197088768146,-0.0015121154158162036,-1.0433525215833329e-05
20030312,249,2.315944941565079,0.07235651155361517,-0.001597273985731016,0.37435297712449345,0.12140384601657403,0.1945647087450096,0.07391164833772529,0.09838901356118715,0.005775472486624286,0.05365940495433486,0.005586417220436148,-0.006544966788551191,-0.0033156987248721902,-0.004501144216219255,-0.0015263118651087646,-0.002090814812011046,-0.00012868660287883264,-0.0009876046892274065,-1.0701749821378496e-06
20030313,246,2.3099574650913692,0.11301636788776305,-0.0034121416818221144,0.35489237617528846,0.09465345175210048,0.1536390749237017,0.1217439900107738,0.09973453752313723,0.00565844286832507,0.0532798773273625,0.0033818815315475514,-0.006161489753522897,-0.0021876218697324226,-0.002775820223828385,-0.003348222539019639,-0.0021843922866513696,-6.960513559788392e-05,-0.0012152485946785203,-1.897484595127033e-05
20030314,252,2.312440318734621,0.10617366512970329,-0.002305445074091017,0.38123516465470947,0.1156205389355848,0.14567947103461604,0.08532659883314224,0.09192529745282832,0.004468270902527775,0.06551222121854197,0.004058771838346083,-0.007062783408616072,-0.0029464479929850566,-0.002451475226066858,-0.0018022478149089323,-0.0018427286613978205,-2.5184941709443076e-05,-0.0017091041476109184,-2.2827426570410983e-05
20030317,284,2.318752383215305,0.1483558019402797,-0.003905757843013729,0.3376521839816728,0.12740162949436357,0.16239182286201018,0.08134218129436518,0.08156656312301107,0.004016680973359155,0.05206246121288763,0.005210675118050615,-0.00721667204029188,-0.0035403552539813666,-0.0031672781454348746,-0.0020905386901120208,-0.0019849737456569924,-8.409210110209003e-05,-0.0013789404539910372,-3.4440737377298593e-05
20030318,294,2.316975361344941,0.10655892021838931,-0.002751589404932582,0.4225530757273555,0.08646048875786312,0.1472073976399021,0.08282977327367773,0.0729431480371571,0.004914922458362444,0.06960815815212709,0.006924115735165539,-0.009509289662233428,-0.00276925443147512,-0.002568487954702137,-0.0029050043020476357,-0.0017526300904679949,-9.084229384516698e-05,-0.0017701237346288143,-5.331874057490327e-05
20030319,253,2.3214545085312803,0.0780631644292698,-0.0015209125475285148,0.4592317106488881,0.08970590838579873,0.12980283779355362,0.08536506951645333,0.09547670372314909,0.005074510554549379,0.0532510034911128,0.004029091457225132,-0.01026697834294353,-0.0023346980847297758,-0.0027725294899850258,-0.0031095005982415785,-0.002909452173641967,-0.00010186918259280307,-0.0019973128697640618,-0.0001438818079576713
20030320,436,2.306442457248017,0.1387757272775621,-0.0035207147795564488,0.38641393097739035,0.10119161578322435,0.11705679891260143,0.09323116570517818,0.09388973142527811,0.0037411662061527127,0.061481465518955565,0.004218398193657112,-0.007733857707945973,-0.0023258388930222696,-0.002411246638548064,-0.0022465219745265923,-0.002161788468996551,-5.4358203940941666e-05,-0.0014391986772560018,-7.235173145908909e-06
20030321,341,2.311779813648754,0.17532243511490897,-0.0031712754100100787,0.38471317940449334,0.09318931322763957,0.11739207305200673,0.07704135451373459,0.08717379462237951,0.009675218899271438,0.05156504160825653,0.0039275895573092695,-0.006867273176622423,-0.0021486514241246066,-0.0026896434228639346,-0.002018885172193508,-0.0021283415730831887,-0.00014150016191544727,-0.0012645874610681847,-1.7270678560185e-05
20030324,377,2.319009474471348,0.17166391346654297,-0.0037903645538684295,0.354320160856933,0.08470980130233886,0.1703913393365715,0.07494828211726086,0.07875293453623339,0.01921344629368543,0.042308703673046295,0.0036914184173875695,-0.008046134782316614,-0.002009433599675194,-0.004404720566517152,-0.0018684571052747312,-0.0020104165782786274,-0.00046228609176217236,-0.0008974138939827135,-5.629114653392038e-05
20030325,318,2.3151681334935934,0.13574804350035571,-0.00297286309584307,0.38542630687253276,0.08258682759777557,0.16419863849356162,0.08115118563939151,0.09064530330533206,0.003945631690552829,0.05290277101929492,0.0033952918812029495,-0.008367281820983072,-0.0018874091453271009,-0.0028405826401384044,-0.002134157739471593,-0.0018944991509617889,-3.750255103737198e-05,-0.0009348542945113366,-4.580026809882809e-05
20030326,331,2.3000427613225485,0.11554307607526176,-0.002558585036869862,0.3868228585624844,0.10487966340544436,0.13917480834420937,0.08837535924225967,0.10624517335683857,0.00565109545093466,0.0457031053071696,0.007604860255397507,-0.00874045244281581,-0.0035664443110401617,-0.002758531626019967,-0.0021542530329250447,-0.0027525388157684837,-8.92975984768514e-05,-0.0007092547644002587,1.343142053312816e-05
20030327,302,2.2929274499469674,0.11421333333333333,-0.0026666666666666614,0.40892433128295086,0.11376743306389454,0.1390295820932552,0.07562771572689923,0.0811806675857237,0.012746872691802321,0.04614641532745125,0.00836364889468951,-0.009087871775208069,-0.003323972871008075,-0.0024095184569464315,-0.001991626341058279,-0.0019728198751506137,-0.00027195230578582917,-0.0009684742836565721,-2.709742451943053e-05
20030328,279,2.3052344255921224,0.14329006888803478,-0.0040209325015521935,0.3880061542483683,0.12447154809519098,0.12573638189579547,0.060300464505803855,0.1008799908534354,0.007728402487436454,0.04456742660354282,0.005019562422391803,-0.009147020083463048,-0.0024256403781513568,-0.0021475904392258723,-0.0013697826829860732,-0.0025658672776955574,-8.942944010211015e-05,-0.0009468925493753663,-5.241836947186041e-05
20030331,312,2.308283492403904,0.1334584609305542,-0.003866724996824763,0.3500467040088927,0.13388381747125713,0.14987343831483899,0.08572803132061531,0.09341621683188743,0.004453741972593919,0.04434345869602465,0.004796130453335598,-0.00825656645065326,-0.003944757850070262,-0.002622292540403276,-0.0022158241091538235,-0.0027575827702549503,-3.153034933278048e-05,-0.0008510332858928966,-5.113899582845228e-05
20030401,294,2.3138537073774157,0.10344297964930245,-0.0029694099577626996,0.34532761166290316,0.08727568039622223,0.20594797743078627,0.09184483931853023,0.09490893459053049,0.05450471230640533,0.011827309253115637,0.00491995539220416,-0.007547180747303679,-0.0021443727693617725,-0.0038016886511047765,-0.0017131636420885808,-0.0023320780433101745,-0.0011537784699671184,-0.00014142946390504187,-5.7899151138780076e-05
20030402,297,2.305497295228592,0.09239832710397243,-0.0023064845562796093,0.400168236960972,0.12185959486196732,0.17119206438652984,0.07357003445744131,0.07615959610396883,0.054429675479696106,0.004783165499892158,0.005439305145559958,-0.008190996771990611,-0.002526355921419743,-0.0026599937734831064,-0.0018654013861597722,-0.0015499279918461746,-0.0010102714663343625,-2.393776649046463e-05,-1.363402024574976e-05
20030403,278,2.293918385569222,0.12611862000864038,-0.002730975745232359,0.34002204367908234,0.0979657370681477,0.18870808555938065,0.08692541215067497,0.09255549672564364,0.05768807144694746,0.0027824589508347957,0.007234074410647981,-0.005621373152257538,-0.0018229567641296022,-0.0031583334483700934,-0.002137059281626033,-0.001519100829933069,-0.0011756407191553441,-2.0584453575708386e-05,-8.219753992993392e-05
20030404,277,2.3139371846297,0.1278999394795239,-0.0027777346720255698,0.3518918574728086,0.12004484734373815,0.16282198362830486,0.0924760073928345,0.07866051709333984,0.05437105906033252,0.006828829602533643,0.005004958926583882,-0.007785668665000506,-0.0028857138302193315,-0.0031229600725808356,-0.0022259645343851407,-0.0016377880187156673,-0.0010842549923397097,-1.9029361242938825e-05,-1.548618557697994e-05
