,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-07,-0.4474076838793368,-1.7436689138412476,-0.19907846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-14,-0.4425640217502342,-1.7436689138412476,-0.19614725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-21,-0.4388733615040376,-1.7436689138412476,-0.19426197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-28,-0.2614797207438721,-1.7436689138412476,-0.1947172,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-04,-0.00351361369897335,-1.7436689138412476,-0.19653483,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-11,0.35737912810116146,-0.5868974924087524,-0.19430389,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-18,0.35008259831885924,-0.5868974924087524,-0.19600901,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-25,0.3382209489607265,-0.5868974924087524,-0.20114447,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-02,0.324971419587223,-0.5868974924087524,-0.20845522,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-09,0.20856434204877833,-1.0718680620193481,-0.21845932,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-16,0.20218404091065578,-1.0718680620193481,-0.22453266,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-23,0.19403553595466028,-1.0718680620193481,-0.22887336,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-30,0.19120240390137572,-1.0718680620193481,-0.2291765,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-06,-0.3868019107194052,-1.8066127300262451,-0.25538144,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-13,-0.3891115323262922,-1.8066127300262451,-0.25566697,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-20,-0.3922915307733197,-1.8066127300262451,-0.2570816,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-27,-0.6665277462838398,-1.8066127300262451,-0.26828682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
