,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-09,-2.0830110889688154,0.6492759585380554,0.19079332,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-16,-0.490298262977377,0.6492759585380554,0.18740787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-23,-2.029725380841525,0.6492759585380554,0.18075824,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-30,-2.0204340919922066,0.6492759585380554,0.17449927,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-06,-3.126796757711248,2.51300311088562,0.030088745,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-13,-3.120669266844686,2.51300311088562,0.0161179,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-20,-3.1123596276820544,2.51300311088562,0.0057078167,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-27,-3.0968612724384865,2.51300311088562,0.0028586406,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-04,-0.6896444659062848,2.51300311088562,-0.03506162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-11,-0.7287258537380173,2.5791091918945312,-0.16106692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-18,-0.6936171232820817,2.5791091918945312,-0.13592106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-25,-0.6804191461276081,2.5791091918945312,-0.12810864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-01,-0.6646498859851582,2.5791091918945312,-0.13881204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-08,-0.27516131036408986,-2.0404164791107178,-0.15912418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-15,-0.2249646319731665,-2.0404164791107178,-0.14325309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-22,-0.1860741644599588,-2.0404164791107178,-0.12602252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-29,-0.1583174258115736,-2.0404164791107178,-0.14430912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-05,0.3066464597934761,-2.0404164791107178,-0.15445659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-12,-0.04615451209640653,14.043880462646484,-0.12569875,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-19,-0.035188642852922045,14.043880462646484,-0.11876703,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-26,-0.03141016378350839,14.043880462646484,-0.11559769,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-10-03,-0.04998566903325441,14.043880462646484,-0.085624814,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-10-10,-0.26364202626816846,13.274052619934082,-0.045210514,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-17,-0.22362416101933744,13.274052619934082,-0.020759644,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-24,-0.14566749300160559,13.274052619934082,0.028076414,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-10-31,-0.10055597283910736,13.274052619934082,0.12504813,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-07,0.07154768666670622,-0.4056816101074219,0.1324791,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-14,0.17527815392314688,-0.4056816101074219,0.18547587,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-21,0.26563343748378837,-0.4056816101074219,0.23218237,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-28,0.3573879849760321,-0.4056816101074219,0.28373128,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-12-05,0.4452787474702198,-0.4056816101074219,0.23401983,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
