,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-09,-1.0544373461292946,0.6492759585380554,0.19079332,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-16,-1.0517767586892104,0.6492759585380554,0.18740787,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-23,-1.0531320876445742,0.6492759585380554,0.18075824,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-30,-1.047901720638537,0.6492759585380554,0.17449927,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-06,-1.0002078010013749,2.51300311088562,0.030088745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-13,-1.0116473139565445,2.51300311088562,0.0161179,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-20,-1.0190690963063833,2.51300311088562,0.0057078167,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-27,-1.0179411144514998,2.51300311088562,0.0028586406,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-04,-1.015157160040309,2.51300311088562,-0.03506162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-11,-1.0110079154711575,2.5791091918945312,-0.16106692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-18,-0.9784189230895044,2.5791091918945312,-0.13592106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-25,-0.9655178024507362,2.5791091918945312,-0.12810864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-01,-0.9505468793923305,2.5791091918945312,-0.13881204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-08,-0.6984672065357025,-2.0404164791107178,-0.15912418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-15,-0.6781694654789636,-2.0404164791107178,-0.14325309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-22,-0.6564565102866515,-2.0404164791107178,-0.12602252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-29,-0.6439356349133784,-2.0404164791107178,-0.14430912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-05,-0.6353705206513316,-2.0404164791107178,-0.15445659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-12,-0.5842224463166815,14.043880462646484,-0.12569875,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-19,-0.5737447084456249,14.043880462646484,-0.11876703,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-26,-0.5672614755711398,14.043880462646484,-0.11559769,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-10-03,-0.540731572608778,14.043880462646484,-0.085624814,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-10,-0.7059618445188858,13.274052619934082,-0.045210514,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-17,-0.6790519685058364,13.274052619934082,-0.020759644,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-24,-0.6270337649272044,13.274052619934082,0.028076414,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-31,-0.5457620715018151,13.274052619934082,0.12504813,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-07,-0.44064352168681786,-0.4056816101074219,0.1324791,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-14,-0.3837929995149827,-0.4056816101074219,0.18547587,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-21,-0.33344242136585356,-0.4056816101074219,0.23218237,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-28,-0.2781424081679995,-0.4056816101074219,0.28373128,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-12-05,-0.2519102367658645,-0.4056816101074219,0.23401983,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-12-12,0.26939270469703186,1.7905967235565186,0.013819053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-19,0.26943457814270144,1.7905967235565186,0.010638283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
