,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-07,-0.19907845556735992,-1.7436689138412476,-0.19907846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-14,-0.19614724814891815,-1.7436689138412476,-0.19614725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-21,-0.19426196813583374,-1.7436689138412476,-0.19426197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-28,-0.08011797534383265,-1.7436689138412476,-0.1947172,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-04,0.02708247171098091,-1.7436689138412476,-0.19653483,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-11,0.32366452713107763,-0.5868974924087524,-0.19430389,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-18,0.3159170897684692,-0.5868974924087524,-0.19600901,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-25,0.4145877860049304,-0.5868974924087524,-0.20114447,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-02,0.39947932428809196,-0.5868974924087524,-0.20845522,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-09,0.6176315115998323,-1.0718680620193481,-0.21845932,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-16,0.5998810813360623,-1.0718680620193481,-0.22453266,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-23,0.585362653308518,-1.0718680620193481,-0.22887336,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-30,0.5765480992955582,-1.0718680620193481,-0.2291765,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-06,-0.053937959871849156,-1.8066127300262451,-0.25538144,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-13,-0.06307652442298325,-1.8066127300262451,-0.25566697,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-20,-0.07474118348051165,-1.8066127300262451,-0.2570816,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-27,-0.11130145547897369,-1.8066127300262451,-0.26828682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-03,-0.5947917460638805,-1.8066127300262451,-0.27292377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-10,-0.2238388888056435,0.35555559396743774,-0.27803853,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-17,-0.22995659733092208,0.35555559396743774,-0.28304976,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-24,-0.24523083663412482,0.35555559396743774,-0.28906214,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-01,-0.25851220323551793,0.35555559396743774,-0.2956107,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-08,-0.8405690422155297,0.5976763963699341,-0.3014469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-15,-0.8409070507364478,0.5976763963699341,-0.30349654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-22,-0.836226220051431,0.5976763963699341,-0.3000466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-29,-0.8162794747761531,0.5976763963699341,-0.28917113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-05,-0.7895875725768222,0.5976763963699341,-0.27238023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-12,0.4404413824646365,1.038568139076233,-0.23448744,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-11-19,0.4436347285989256,1.038568139076233,-0.23030029,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-11-26,0.44593544480886027,1.038568139076233,-0.20712249,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
