,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-09,-0.43818706870689494,4.6685967445373535,2.4574661,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-16,-0.3571292407420561,4.6685967445373535,2.475836,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-05-23,-0.38425253904918266,4.6685967445373535,2.5022902,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-05-30,-0.34437265598932454,4.6685967445373535,2.4667013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-06,-0.864395723135075,-13.747429847717285,2.3601038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-13,-0.8147484514367473,-13.747429847717285,2.3701081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-20,-0.8051374513588678,-13.747429847717285,2.3636534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-27,-0.723221398863148,-13.747429847717285,2.3875759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-04,-0.5602515661904865,-13.747429847717285,2.390245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-11,-0.7068408294268327,-4.569075584411621,2.448155,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-18,-0.8190859306956071,-4.569075584411621,2.3897557,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-25,-0.7062800853468558,-4.569075584411621,2.3368711,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-01,-1.2671350088340625,-4.569075584411621,2.3854325,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-08,-3.627338382384554,-1.491324543952942,2.7282429,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-15,-3.559191744454699,-1.491324543952942,2.7290034,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
