,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-07,0.7795482922744303,0.585715651512146,-0.044895433,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-14,0.7760789230333281,0.585715651512146,-0.042092934,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-21,0.4277487461840434,0.585715651512146,-0.04130159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-28,-0.14997526532910416,0.585715651512146,-0.030157346,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-04,-0.1421868855283896,0.585715651512146,-0.02103318,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-11,-0.19511733480732552,1.6103365421295166,-0.0021155763,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-18,-0.19350782431117802,1.6103365421295166,-0.002396735,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-25,-0.18943088015731432,1.6103365421295166,0.00056145684,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-02,-0.18731262671732016,1.6103365421295166,0.003213504,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-09,-0.3090248784994013,2.2401540279388428,-0.0050046854,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-16,-0.29973108514622493,2.2401540279388428,-0.001923107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-23,-0.2807547520992523,2.2401540279388428,-0.0052723656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-30,-0.2665962670067109,2.2401540279388428,-0.009144344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-06,1.001631684034682,2.038026809692383,-0.017161973,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-13,1.0318953174986654,2.038026809692383,-0.009795413,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-20,1.086236880642651,2.038026809692383,0.0006808932,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-27,1.184330883022533,2.038026809692383,0.0057703955,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-03,1.2309602558094883,2.038026809692383,0.014797484,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-10,1.3309084442429078,-1.081497311592102,0.035698924,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-17,1.3668796970710293,-1.081497311592102,0.045330063,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-24,1.4350205297081258,-1.081497311592102,0.060159773,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-01,1.4798741010759202,-1.081497311592102,0.06755198,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-08,1.558399428852216,-1.80701744556427,0.06742935,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
