,pred,true,mean,lookback_tercile_lag_1yr,lookback_tercile_lag_2yr,lookback_tercile_lag_3yr,lookback_tercile_lag_4yr,lookback_tercile_lag_5yr
2003-04-25,-5.710273669001912,-12.35000228881836,-0.5552569,,,,,
2003-05-02,-5.579278550149839,-12.35000228881836,-0.47059292,,,,,
2003-05-09,1.619896077204133,-5.0,-0.11470118,1.0,1.0,1.0,1.0,1.0
2003-05-16,1.5745984245531521,-5.0,-0.1815873,1.0,1.0,1.0,1.0,1.0
2003-05-23,1.7238630943511635,-5.0,-0.24284585,3.0,3.0,3.0,3.0,3.0
2003-05-30,2.0293878528797573,-5.0,-0.18632412,2.0,2.0,2.0,2.0,2.0
2003-06-06,5.19703100074554,-6.649999618530273,-0.08012,3.0,3.0,3.0,3.0,3.0
2003-06-13,6.05786887040568,-6.649999618530273,-0.0903586,3.0,3.0,3.0,3.0,3.0
2003-06-20,6.045192465002722,-6.649999618530273,-0.0904762,3.0,3.0,3.0,3.0,3.0
2003-06-27,5.844967829905653,-6.649999618530273,-0.106521785,2.0,2.0,2.0,2.0,2.0
2003-07-04,5.847145230262806,-6.649999618530273,-0.14055341,2.0,2.0,2.0,2.0,2.0
2003-07-11,4.402590062473546,-4.990001678466797,-0.05629484,2.0,2.0,2.0,2.0,2.0
2003-07-18,4.370398524000129,-4.990001678466797,-0.06916664,1.0,1.0,1.0,1.0,1.0
2003-07-25,5.91657507088247,-4.990001678466797,-0.09316202,3.0,3.0,3.0,3.0,3.0
2003-08-01,5.864669678363305,-4.990001678466797,-0.110790566,2.0,2.0,2.0,2.0,2.0
2003-08-08,5.429644104285009,4.530002593994141,-0.059800804,1.0,1.0,1.0,1.0,1.0
2003-08-15,5.418679324496934,4.530002593994141,-0.046309546,1.0,1.0,1.0,1.0,1.0
2003-08-22,5.364179450418219,4.530002593994141,-0.062648244,1.0,1.0,1.0,1.0,1.0
2003-08-29,5.228942512941514,4.530002593994141,-0.15332018,1.0,1.0,1.0,1.0,1.0
2003-09-05,4.774128675116328,4.530002593994141,-0.26766798,1.0,1.0,1.0,1.0,1.0
2003-09-12,6.869432796853318,11.450000762939453,-0.565498,1.0,1.0,1.0,1.0,1.0
2003-09-19,6.817369774297455,11.450000762939453,-0.5638492,1.0,1.0,1.0,1.0,1.0
2003-09-26,6.783881458942516,11.450000762939453,-0.5586957,1.0,1.0,1.0,1.0,1.0
2003-10-03,6.649787792865276,11.450000762939453,-0.63818187,1.0,1.0,1.0,1.0,1.0
2003-10-10,0.8102807004883723,-2.0100021362304688,-0.7368526,1.0,1.0,1.0,1.0,1.0
2003-10-17,1.2103211897659254,-2.0100021362304688,-0.6884127,2.0,2.0,2.0,2.0,2.0
2003-10-24,1.2282943963930288,-2.0100021362304688,-0.6464822,2.0,2.0,2.0,2.0,2.0
2003-10-31,1.2583235441857623,-2.0100021362304688,-0.5390514,2.0,2.0,2.0,2.0,2.0
2003-11-07,-0.03530243739224051,-1.3699989318847656,-0.20652,1.0,1.0,1.0,1.0,1.0
2003-11-14,-0.04577113713119063,-1.3699989318847656,-0.18075697,1.0,1.0,1.0,1.0,1.0
2003-11-21,-0.049786671398283106,-1.3699989318847656,-0.17547618,1.0,1.0,1.0,1.0,1.0
2003-11-28,-0.06157617105111936,-1.3699989318847656,-0.18272728,1.0,1.0,1.0,1.0,1.0
