,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-09,5.794828170019011,4.6685967445373535,2.4574661,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-16,5.887823327190539,4.6685967445373535,2.475836,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-05-23,6.09407946331961,4.6685967445373535,2.5022902,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-30,6.104848921105849,4.6685967445373535,2.4667013,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-06,8.971944550051987,-13.747429847717285,2.3601038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-13,8.911267940398782,-13.747429847717285,2.3701081,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-20,8.629781822069521,-13.747429847717285,2.3636534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-27,8.673857322482244,-13.747429847717285,2.3875759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-04,8.50818291173438,-13.747429847717285,2.390245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-11,3.1286987118311833,-4.569075584411621,2.448155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-18,3.0353516711348414,-4.569075584411621,2.3897557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-25,2.953116658070427,-4.569075584411621,2.3368711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-01,1.565296957689676,-4.569075584411621,2.3854325,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-08,1.0330917600865603,-1.491324543952942,2.7282429,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-15,1.02693525638984,-1.491324543952942,2.7290034,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-22,0.6627949478707698,-1.491324543952942,2.703548,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-29,0.29641437090643086,-1.491324543952942,2.7840192,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-05,-0.0544468364225561,-1.491324543952942,2.8779662,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-12,-3.2024379109996595,10.707669258117676,2.9982026,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-19,-2.8957617340476984,10.707669258117676,3.0578463,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-26,-2.6986957746290177,10.707669258117676,3.0914402,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-03,-2.6873080070033746,10.707669258117676,3.036883,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-10,3.4089442266678294,15.41029167175293,2.924486,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-17,3.5460479163092624,15.41029167175293,2.9422889,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-24,3.702264638217541,15.41029167175293,2.9664683,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-31,0.45949561296496766,15.41029167175293,2.998577,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-07,0.3402023833822079,6.808465480804443,2.9211357,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-14,0.4143030629053217,6.808465480804443,2.932687,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-21,0.57465521769848,6.808465480804443,2.9622686,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-28,0.8356381276731804,6.808465480804443,3.0114703,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-12-05,8.226205415521878,6.808465480804443,2.9463146,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-12-12,1.290683574998315,7.796911716461182,2.5316494,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-12-19,1.3285836028739852,7.796911716461182,2.5396917,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-12-26,1.3324627768300097,7.796911716461182,2.5668814,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-01-02,5.808942097236916,7.796911716461182,2.4436443,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-01-09,7.365492778784232,0.8262212872505188,2.202612,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-01-16,7.279453656218142,0.8262212872505188,2.2063463,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-01-23,7.26662654804041,0.8262212872505188,2.2316403,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-01-30,7.300032750614338,0.8262212872505188,2.2332537,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-02-06,6.639804310963538,14.810916900634766,2.234253,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-02-13,6.660635637070721,14.810916900634766,2.2613668,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-02-20,7.194768492178891,14.810916900634766,2.2755015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-02-27,7.455800199368779,14.810916900634766,2.2776675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-05,7.644436114871707,14.810916900634766,2.2846994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-12,7.454404341791372,0.453752726316452,2.2038608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-19,7.485313493935645,0.453752726316452,2.2280948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-26,7.934520462290299,0.453752726316452,2.263216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-02,8.193697928921432,0.453752726316452,2.241524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-09,6.71440843248544,12.923528671264648,2.0745568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-16,6.61715561875568,12.923528671264648,2.0677938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-23,6.595558060701524,12.923528671264648,2.0862396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-30,6.4332086567177384,12.923528671264648,2.0235279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
