,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-09,110.47469099297815,106.10416412353516,103.425705,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-16,110.52802075519539,106.10416412353516,103.44704,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-23,110.64330082673587,106.10416412353516,103.48533,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-30,110.64108699955936,106.10416412353516,103.467995,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-06,114.4170833501205,85.80059051513672,103.38624,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-13,114.38567992527966,85.80059051513672,103.41405,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-20,114.15192597615842,85.80059051513672,103.42392,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-27,114.18229316032006,85.80059051513672,103.45053,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-04,113.98875915758761,85.80059051513672,103.45804,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-11,105.06703478204759,93.609130859375,103.5253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-18,104.97324633815299,93.609130859375,103.469925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-25,104.88086322725309,93.609130859375,103.41309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-01,104.84444743999556,93.609130859375,103.44732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-08,107.02338721531652,98.06232452392578,103.762596,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-15,106.9616290689957,98.06232452392578,103.75307,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-22,106.87266872279257,98.06232452392578,103.72003,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-08-29,107.05339112123774,98.06232452392578,103.7875,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-05,107.18690215975141,98.06232452392578,103.87236,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-12,106.11713274895781,111.93370056152344,104.02158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-19,106.18755255579198,111.93370056152344,104.07444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-26,106.22515454328865,111.93370056152344,104.104706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-03,106.14742558697007,111.93370056152344,104.05356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-10,110.76768304099183,117.19847106933594,103.9657,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-17,110.7685185071753,117.19847106933594,103.97851,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-24,110.78924871071001,117.19847106933594,104.002716,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-31,111.04127880978592,117.19847106933594,104.04317,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-07,106.9008506968123,108.90174102783203,103.98214,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-14,107.0437285523443,108.90174102783203,103.992546,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-21,106.93354404783268,108.90174102783203,104.02014,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-11-28,107.25063008477873,108.90174102783203,104.07223,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-12-05,106.90904663560053,108.90174102783203,104.00288,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-12-12,105.59320946535853,108.15056610107422,103.52661,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-12-19,105.58518714446085,108.15056610107422,103.53304,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-12-26,105.61045576198966,108.15056610107422,103.56011,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-01-02,105.53503581524384,108.15056610107422,103.426796,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-01-09,107.56828668081985,100.37125396728516,103.197,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-01-16,107.56104528958866,100.37125396728516,103.20409,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-01-23,107.66769154320245,100.37125396728516,103.23241,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-01-30,107.77095827382189,100.37125396728516,103.24125,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-02-06,108.31020328108443,115.99638366699219,103.270065,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-02-13,108.33653947429566,115.99638366699219,103.29492,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-02-20,108.39654423274804,115.99638366699219,103.30582,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-02-27,108.29402468041376,115.99638366699219,103.30623,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-03-05,108.317126545191,115.99638366699219,103.31407,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-03-12,102.8868956255099,99.82392120361328,103.241165,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-03-19,102.89168359126667,99.82392120361328,103.260735,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-03-26,102.92369485572208,99.82392120361328,103.29443,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-04-02,102.93773857829352,99.82392120361328,103.273575,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-04-09,105.0848503160155,114.04180145263672,103.112404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-16,105.04362711078866,114.04180145263672,103.10164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-23,105.0455420281418,114.04180145263672,103.11381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-30,103.87529643338695,114.04180145263672,103.044624,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-05-07,102.18535036673848,112.99687957763672,102.94033,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-05-14,102.15620691357834,112.99687957763672,102.91265,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-05-21,102.14517926596227,112.99687957763672,102.91513,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-05-28,102.09566435612604,112.99687957763672,102.86099,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-06-04,102.09203808977978,112.99687957763672,102.83677,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-06-11,108.52073989103431,110.15924835205078,102.85158,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
