,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-07,-0.040330545547338906,0.585715651512146,-0.044895433,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-14,-0.012461940525033209,0.585715651512146,-0.042092934,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-21,-0.4097903309283547,0.585715651512146,-0.04130159,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-05-28,-0.6121896889806131,0.585715651512146,-0.030157346,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-04,-0.6073287950264799,0.585715651512146,-0.02103318,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-11,-0.9388845975641321,1.6103365421295166,-0.0021155763,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-18,-0.9104702380131313,1.6103365421295166,-0.002396735,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-06-25,-0.8830838832873875,1.6103365421295166,0.00056145684,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-02,0.11921302557834114,1.6103365421295166,0.003213504,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-09,-0.008669837968725815,2.2401540279388428,-0.0050046854,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-16,-0.0031234978314988917,2.2401540279388428,-0.001923107,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-23,-0.5056993371072215,2.2401540279388428,-0.0052723656,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-30,-0.42018578708663784,2.2401540279388428,-0.009144344,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-06,0.8512822381385919,2.038026809692383,-0.017161973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-13,0.8861935091026383,2.038026809692383,-0.009795413,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-20,0.9437076685698422,2.038026809692383,0.0006808932,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-27,1.0059873533866237,2.038026809692383,0.0057703955,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-03,1.068808100481383,2.038026809692383,0.014797484,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-10,1.0410254228666076,-1.081497311592102,0.035698924,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-17,1.0901073292924777,-1.081497311592102,0.045330063,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-09-24,1.137474233021843,-1.081497311592102,0.060159773,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-01,1.1659052478269376,-1.081497311592102,0.06755198,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-08,1.4154051612522407,-1.80701744556427,0.06742935,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-10-15,1.3669836175801258,-1.80701744556427,0.06591906,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-10-22,1.2978818510011196,-1.80701744556427,0.064835444,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-10-29,1.2239689985970257,-1.80701744556427,0.060008638,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-11-05,1.1551830496243833,-1.80701744556427,0.047937255,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-11-12,0.7633712774047414,1.2937629222869873,0.029248545,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-11-19,0.6825636874989987,1.2937629222869873,0.019317476,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
