"","E_wti_fut_tr","E_sptr","E_ustreas","E_us6mo_tr","E_energy","r_wti_fut_tr","r_sptr","r_ustreas","r_us6mo_tr","r_energy"
"2010-04-27",-0.00866713721107424,-0.0177036229373285,0.0345714230656052,0,0.0107002753563494,0.26393743866844,0.310675057459314,0.00223273684581271,0,0.246084318655797
"2010-04-28",-0.00723617755882235,-0.0163499659831902,0.0338387301378102,0,0.012476306211466,0.310627832418906,0.340544045221395,-0.0033130956538775,0,0.274441649007136
"2010-04-29",0.000302263355819343,-0.0125924309582972,0.0342071401447326,0,0.0153756654511915,0.329713869284314,0.341766076465289,-0.00322953062923503,0,0.270439141468203
"2010-04-30",0.0107158263866904,-0.0103243181872726,0.0348331176011116,0,0.0179735561112014,0.286443855571742,0.287058640067053,0.00368325463371511,0,0.241604779637329
"2010-05-03",0.00994024169899652,-0.0101468236227841,0.0344171799660094,0,0.0168886332319601,0.296390028846238,0.320233768489554,-0.000714967965253499,0,0.250622011376045
"2010-05-04",-0.00155001591125134,-0.0151380799193005,0.0352214509276544,0,0.00886581678472232,0.270646981424861,0.283837302794158,0.00285327661735069,0,0.221931317583857
"2010-05-05",-0.00781536499788576,-0.0171874419636753,0.035984281897724,0,0.00508291625000017,0.229639165566787,0.262037641927298,0.00936394526039619,0,0.199051871757572
"2010-05-06",-0.0142455576252232,-0.0249575684746002,0.0396922893033114,0,-0.00272909010340128,0.187935178502956,0.224852408163464,0.0230944213724364,0,0.165426853587095
"2010-05-07",-0.010609862010046,-0.0235541246203508,0.0381156929871007,0,-0.00131115963698277,0.237464725949298,0.252319477414901,0.0150474849363826,0,0.183652827271847
"2010-05-10",-0.00211235735407621,-0.0151510211570064,0.0366381509271135,0,0.0076230154947129,0.25980215233003,0.275080759602287,0.0136219335682753,0,0.213739365590584
"2010-05-11",-0.00412727620382991,-0.0170034601909698,0.0367845334178665,0,0.00615879190191787,0.248797528270473,0.279361134280939,0.0168283930814229,0,0.208324768914337
"2010-05-12",-0.00349384021668385,-0.0163073420973754,0.036591528192592,0,0.00629743670544056,0.228845792610837,0.283512727641205,0.0136570892436182,0,0.202070754478341
"2010-05-13",-0.00643537783010728,-0.0178196967687945,0.0368427356906235,0,0.00525648750386586,0.175087915387898,0.254639604683071,0.0173018691352054,0,0.159841523718915
"2010-05-14",-0.0163967200286656,-0.023652361199756,0.0386627870159347,0,-0.00299058960424446,0.157370706016457,0.245920992383399,0.0193484085654514,0,0.147371515477092
"2010-05-17",-0.0192909823438552,-0.0251121520753914,0.0377821028445852,0,-0.00499839472248982,0.132467836635023,0.249921630521988,0.0224671047981704,0,0.138994562657557
"2010-05-18",-0.0236371185653645,-0.0297693421426855,0.0384687436941136,0,-0.00736069710289802,0.104340349153391,0.214164260291048,0.0300716843906222,0,0.110665715847576
"2010-05-19",-0.0288940422251396,-0.0317419350909479,0.0394890910661751,0,-0.0126041928910916,0.0983698948386286,0.210024063831727,0.0305759654690602,0,0.101361911876693
"2010-05-20",-0.0375528582071221,-0.0398057073474117,0.0409083399487981,0,-0.0214688398238443,0.0345058506635757,0.165722850556334,0.0363992847654685,0,0.0465523920594626
"2010-05-21",-0.0412935470344072,-0.0390508668805254,0.0412527659532624,0,-0.021264094817978,-0.000102029803863424,0.146897028652378,0.0376853471942801,0,0.0280676054166051
"2010-05-24",-0.0407773132810258,-0.0393093504055241,0.0412081159595213,0,-0.0225460194550012,0.0139029930396883,0.137671091068208,0.0365085323238438,0,0.0166683881607659
"2010-05-25",-0.0472736635810172,-0.0401545104045194,0.0420226177298594,0,-0.0263525396070171,-0.0533213487472385,0.120269461368135,0.0388022345288849,0,-0.0248215650889849
"2010-05-26",-0.047328529430729,-0.0415872762331261,0.0408641013687926,0,-0.0265631605089556,-0.0197410254036537,0.127959288148087,0.0411522248648352,0,-0.0140566964029432
"2010-05-27",-0.0421174056018381,-0.0382090327571822,0.0400783228925681,0,-0.0217239050918774,-0.0102257928275541,0.137133007965245,0.0359179929485893,0,-0.00967554128098747
