"('2003-04-25', '2005-03-31')","('2005-04-01', '2007-11-30')","('2007-12-01', '2009-06-30')","('2009-07-01', '2012-02-29')","('2012-03-01', '2014-10-31')","('2014-11-01', '2017-06-30')","('2017-07-01', '2020-01-31')",win_max_consec,win_period,var_1,var_1_text,var_2,var_2_text
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,BEME,0,sBbl,1
0.0,1.0,1.0,0.0,1.0,1.0,1.0,3,5->7,bpRet,0,sEpg,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2->2; 6->6,HedgPres,0,fEpg,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2->2; 6->6,DOilVol,0,fEpg,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,liquidity,0,sEnv,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,2->3,sBbl,1,sRpc,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2->2; 5->5,DProd,0,sEpg,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,liquidity,0,WIPI_8wk,0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,2,2->3; 5->6,liquidity,0,sEpg,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2->2; 6->6,WIPI_8wk,0,fEpg,1
0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2->3,sEpg,1,sBbl,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,HedgPres,0,DProd,0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,2,6->7,PCAfreq,1,fCo,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,DOilVol,0,sBbl,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2->2; 5->5,sp500Ret,0,sEpg,1
0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2->4,basis,0,sBbl,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,bpRet,0,DProd,0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,3,2->4,vix_diff,0,fCo,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,HedgPres,0,sEnv,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2->2; 6->6,HedgPres,0,sBbl,1
0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2->3,sp500Ret,0,sBbl,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,DSpot,0,fCo,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2->2; 7->7,HedgPres,0,PCAall,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2->2; 5->5; 7->7,DFX,0,sEpg,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,PCAall,1,sBbl,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2->2; 6->6,PCAall,1,fEp,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2->2; 4->4,PCAall,1,fGom,1
0.0,1.0,0.0,1.0,0.0,1.0,1.0,2,6->7,BEME,0,PCAall,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2->2; 4->4; 7->7,liquidity,0,PCAall,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,HedgPres,0,sp500Ret,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2->2; 4->4,DProd,0,sGom,1
0.0,1.0,0.0,1.0,0.0,1.0,1.0,2,6->7,PCAall,1,sEnv,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,5->6,PCAall,1,sEpg,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,2->3,WIPI_8wk,0,sEpg,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,sp500Ret,0,fEp,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2->2; 4->4,basis,0,fCo,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,5->6,DFX,0,fCo,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2->2; 4->4,fEp,1,fEnv,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,rdsaRet,0,sRpc,1
