Dates,FutRet,xomRet,bpRet,rdsaRet,gb03,DSpot
4/1/2008,-0.3687,2.8848,1.2201,1.6011,1.398,100.98
4/2/2008,3.3555,1.7237,1.5801,0.2701,1.372,104.83
4/3/2008,-0.1552,-0.3276,0.2245,1.7063,1.393,103.83
4/4/2008,1.4704,0.578,0.768,0.883,1.372,106.23
4/7/2008,2.4152,0.2028,0.7621,0.8972,1.392,109.09
4/8/2008,0.2991,0.776,0.6146,-0.0434,1.377,108.5
4/9/2008,1.9612,0.1004,1.6601,0.7377,1.3,110.87
4/10/2008,-0.8099,-0.1672,0.0462,0.4308,1.239,110.11
4/11/2008,0.3402,-1.0385,-0.4466,-1.0294,1.188,110.14
4/14/2008,1.311,1.2187,1.4849,-0.3684,1.075,111.76
4/15/2008,2.008,1.2263,-0.2134,0.9134,1.142,113.79
4/16/2008,0.7765,2.3018,2.7799,2.4784,1.127,114.93
4/17/2008,0.2387,0.5275,0.3715,-0.3785,1.28,114.86
4/18/2008,1.5373,0.664,0.9772,1.7944,1.351,116.69
4/21/2008,0.6291,0.2766,0.3226,0.1037,1.3,117.48
4/22/2008,0.7417,0.1379,0.5992,-0.6008,1.275,119.37
4/23/2008,0.1052,-0.1801,0.4794,2.6469,1.219,118.3
4/24/2008,-2.0803,-1.7194,-1.952,-1.0355,1.249,116.06
4/25/2008,2.6395,-0.1512,2.0204,1.0669,1.362,118.52
4/28/2008,0.0314,-0.0108,-0.2891,0.406,1.372,118.75
4/29/2008,-2.8216,-0.7139,4.639,4.448,1.469,115.63
4/30/2008,-0.5269,1.3945,0.8451,-0.0387,1.382,113.46
5/1/2008,-2.2919,-3.6209,-1.209,-0.0387,1.403,112.52
5/2/2008,3.3414,-0.1003,0.4311,0.3292,1.505,116.32
5/5/2008,3.576,-0.1116,0.3462,0.2123,1.597,119.97
5/6/2008,1.6953,0.6256,0.5106,0.077,1.633,121.84
5/7/2008,1.4434,-1.3878,-0.9747,1.2702,1.669,123.53
5/8/2008,0.8617,1.2497,0.7902,-0.8552,1.659,123.69
5/9/2008,1.4504,-0.7895,-0.8253,-1.0734,1.689,125.96
5/12/2008,-1.9683,0.4166,1.2483,0.9494,1.792,124.23
5/13/2008,1.5982,0.5494,-0.7671,-1.19,1.828,125.8
5/14/2008,-1.4649,0.2565,0.5543,1.4207,1.823,124.22
5/15/2008,-0.01,1.546,1.7076,0.3675,1.833,124.12
5/16/2008,2.0557,1.5005,2.0748,2.5246,1.843,126.29
5/19/2008,0.5182,1.8237,0.0401,3.2143,1.853,127.05
5/20/2008,1.4591,0.212,0.1604,-1.4023,1.864,129.07
5/21/2008,3.8447,-0.9412,1.4547,3.4355,1.864,133.17
5/22/2008,-2.4744,-1.2384,0.1315,-1.0536,1.864,130.81
5/23/2008,1.2496,-1.9565,-1.3794,-1.8047,1.853,132.19
5/26/2008,1.2496,-1.9565,-1.3794,0.0551,1.853,132.19
5/27/2008,-2.5152,-0.9923,-2.0115,-0.6245,1.894,128.85
5/28/2008,1.5922,0.7016,-1.1555,1.22,1.885,131.03
5/29/2008,-3.4554,-1.1943,-0.9077,1.6801,1.905,126.62
5/30/2008,0.7823,-0.6603,0.6384,-1.4188,1.884,127.35
6/2/2008,-0.0097,-1.0703,-2.0549,-1.7672,1.833,127.76
6/3/2008,-2.329,-2.3915,-1.1546,0.2967,1.849,124.31
6/4/2008,-1.6592,0.0467,-3.8462,-3.1805,1.849,122.3
6/5/2008,5.0212,4.1516,2.8296,0.4966,1.849,127.79
6/6/2008,7.9076,-2.8216,-0.7492,0.076,1.838,138.54
6/9/2008,-2.7815,2.627,2.4822,2.1648,1.889,134.35
6/10/2008,-1.8615,-1.3248,-2.9745,-1.3941,2.013,131.31
6/11/2008,3.7096,0.8192,2.0146,0.0566,1.941,136.38
6/12/2008,0.2523,-1.7492,-1.0733,-1.4506,1.992,136.74
6/13/2008,-1.8603,1.4932,-1.056,-0.4779,1.971,134.86
6/16/2008,-0.1923,-0.4187,0.7018,0.6915,1.951,134.61
6/17/2008,-0.2844,0.716,1.1905,0.1908,1.982,134.01
6/18/2008,2.0335,-0.8914,-1.6212,-2.7037,1.92,136.68
6/19/2008,-3.5891,-2.3227,-1.6771,-0.5479,1.91,131.93
6/20/2008,2.0859,-1.0258,-0.1038,-2.558,1.859,134.62
6/23/2008,1.6309,3.2858,1.069,1.6761,1.889,136.74
6/24/2008,0.027,-0.8894,-1.1753,0.6157,1.839,137
6/25/2008,-2.2082,0.7823,2.319,-0.6711,1.798,134.55
6/26/2008,4.2581,-1.3584,-1.2785,0.0994,1.716,139.64
6/27/2008,0.5569,0.162,-0.2502,1.5485,1.664,140.21
6/30/2008,-0.0791,1.8255,2.6409,2.1896,1.736,140
7/1/2008,0.8182,0.2496,-2.0124,-2.468,1.869,140.97
7/2/2008,1.9635,-1.064,-3.858,-1.6673,1.818,143.57
7/3/2008,-0.0171,0.9839,1.2206,0.1795,1.848,145.29
7/4/2008,-0.0171,0.9839,1.2206,-0.9359,1.838,145.29
7/7/2008,-1.6008,-1.4954,0.1658,3.0754,1.817,141.37
7/8/2008,-4.3758,-1.1616,-0.8728,-1.9696,1.859,136.04
7/9/2008,-0.2456,-1.8967,-2.1558,-0.6565,1.798,136.05
7/10/2008,4.2772,2.0757,0.6982,-2.6832,1.665,141.65
7/11/2008,2.6675,-0.6739,-0.5701,0.1646,1.583,145.08
7/14/2008,0.0767,-0.0702,-0.3254,-1.2736,1.46,145.18
7/15/2008,-4.3327,-3.7813,-3.125,-2.372,1.338,138.74
7/16/2008,-2.7938,-1.679,-1.1074,-2.8133,1.358,134.6
7/17/2008,-3.405,-0.594,-0.1785,0.9649,1.399,129.29
7/18/2008,-1.0329,1.5063,1.4469,-0.2389,1.46,128.88
7/21/2008,2.1352,1.766,0.9455,0.4572,1.429,131.04
7/22/2008,-3.1405,-0.1446,-0.0476,1.4954,1.542,127.95
7/23/2008,-3.194,-2.2568,-1.5883,0.5766,1.552,124.44
7/24/2008,1.4397,-0.2346,-1.6785,-2.3567,1.644,125.49
7/25/2008,-2.1585,1.1139,1.067,0.8045,1.726,123.26
7/28/2008,1.2793,-1.2485,0.3736,0.2588,1.695,124.73
7/29/2008,-2.4866,0.2727,-2.5243,-0.9682,1.716,122.19
7/30/2008,4.1718,4.3016,3.071,1.499,1.685,126.77
7/31/2008,-2.0954,-4.6812,-1.0469,-2.012,1.665,124.08
8/1/2008,1.0501,-0.8828,-0.3906,-1.4417,1.664,125.1
8/4/2008,-3.4838,-3.9137,-1.634,-0.8865,1.695,121.41
8/5/2008,-1.9791,2.2846,0.0498,-0.1789,1.736,119.17
8/6/2008,-0.1778,-0.0255,2.258,1.9135,1.644,118.58
8/7/2008,1.0691,-1.1362,-0.4059,0.4891,1.675,120.02
8/8/2008,-3.8989,1.6529,-2.1519,-0.9735,1.695,115.2
8/11/2008,-0.1834,-0.2033,0.3665,1.8767,1.818,114.45
8/12/2008,-1.1026,-1.6377,1.2118,1.3596,1.859,113.01
8/13/2008,2.4702,1.6779,-0.9185,-1.6876,1.838,116
8/14/2008,-1.0773,-0.9211,-1.2422,1.8926,1.859,115.01
8/15/2008,-1.0136,-0.4906,-2.2268,-1.1879,1.838,113.77
8/18/2008,-0.5882,-0.7007,0,1.1148,1.766,112.87
8/19/2008,1.6217,1.8555,-0.1391,-1.9455,1.798,114.53
8/20/2008,1.3371,1.1033,0.0174,1.6755,1.685,114.98
8/21/2008,4.501,1.9541,1.6536,1.3443,1.716,121.18
8/22/2008,-5.7733,-0.0622,-2.1575,1.3693,1.695,114.59
8/25/2008,0.6051,-1.9801,-0.595,-1.794,1.674,115.11
8/26/2008,0.8593,1.5754,0.1761,0.6877,1.706,116.27
8/27/2008,1.8743,0.6504,2.2496,1.5582,1.675,118.15
8/28/2008,-2.373,0.8823,-0.9453,-0.021,1.736,115.59
8/29/2008,-0.5568,-1.4412,0,0.1682,1.715,115.46
9/1/2008,-0.5568,-1.4412,0,-2.4554,1.715,115.46
9/2/2008,-3.9625,-3.3621,-6.2815,-1.2263,1.685,109.71
9/3/2008,-0.8409,0.9053,0.7961,-1.0673,1.685,109.35
9/4/2008,-1.6056,-2.4096,-0.3306,-2.7741,1.675,107.89
9/5/2008,-1.1032,-0.683,-0.4239,-2.4909,1.777,106.23
9/8/2008,-0.1511,1.5208,0.6663,1.9275,1.705,106.34
9/9/2008,-4.1662,-4.5721,-3.6588,-1.2531,1.665,103.26
9/10/2008,0.7529,2.7164,2.0802,-0.0231,1.644,102.58
9/11/2008,-1.7838,0.412,-0.1309,0.4847,1.613,100.87
9/12/2008,0,2.5675,2.5646,1.9752,1.47,101.18
9/15/2008,-6.3689,-5.4839,-5.2199,-4.0991,0.813,95.71
9/16/2008,-1.7169,4.3413,0.751,-5.3311,0.701,91.15
9/17/2008,3.3471,-1.5046,-1.7393,0.7194,0.061,97.16
9/18/2008,2.1548,3.2811,0.0973,-0.1478,0.076,97.88
9/19/2008,4.3703,2.3923,6.0047,6.2654,0.92,104.55
9/22/2008,6.039,-0.917,1.1182,0.5571,0.838,120.92
9/23/2008,-1.7005,-1.5086,-1.9217,-0.1385,0.721,106.61
9/24/2008,-1.4745,0.4376,-1.0351,-0.3699,0.462,105.73
9/25/2008,2.1565,3.3833,3.362,1.4617,0.757,108.02
9/26/2008,-0.5537,-0.0248,-1.4275,-1.5779,0.848,106.89
9/29/2008,-10.5788,-8.1711,-9.9175,-5.0186,0.35,96.37
9/30/2008,6.3822,4.8609,2.0961,0.6605,0.91,100.64
10/1/2008,-2.9509,1.1847,-0.0997,0.1701,0.808,98.53
10/2/2008,-4.7368,-1.3744,-6.1453,-1.771,0.604,93.97
10/3/2008,-0.7518,0.5677,1.5094,3.4823,0.472,93.88
10/6/2008,-4.8372,-0.7955,-4.3979,-8.1623,0.472,87.81
10/7/2008,1.2289,-1.6167,-2.6944,3.6902,0.767,90.06
10/8/2008,-0.3173,1.2226,0.6303,-5.7644,0.614,88.95
10/9/2008,-3.6812,-11.6883,-8.9485,-3.1915,0.523,86.59
10/10/2008,-4.454,-8.2941,-0.3686,-8.9835,0.188,77.7
10/13/2008,1.9248,17.1905,14.6732,9.6891,0.188,81.19
10/14/2008,-4.0572,-0.8484,0.4516,5.4485,0.304,78.63
10/15/2008,-6.6123,-13.9525,-11.4537,-6.8372,0.218,74.54
10/16/2008,-2.2888,11.3873,7.4468,-6.3585,0.431,69.85
10/17/2008,0.0506,-2.0302,-0.315,7.6877,0.797,71.85
10/20/2008,4.093,10.2146,14.9661,10.0833,1.083,74.25
10/21/2008,-4.9029,-4.654,-7.1863,0.0252,1.073,70.89
10/22/2008,-6.5339,-9.6923,-8.5043,-6.1554,1.011,66.75
10/23/2008,3.0402,9.0135,4.185,4.8387,0.971,67.84
10/24/2008,-6.3604,-1.9179,-5.4816,-6.1538,0.848,64.15
10/27/2008,-4.0566,-4.2729,-5.729,-0.8197,0.757,63.22
10/28/2008,4.6608,13.2698,15.8655,5.5096,0.757,62.73
10/29/2008,4.6223,-0.2805,5.761,12.7937,0.584,67.5
10/30/2008,-3.0172,0.5358,0.7724,-5.0926,0.381,65.96
10/31/2008,2.9444,-1.2392,0.242,5.4634,0.438,67.81
11/3/2008,-5.5765,0.2294,-2.4748,0.3238,0.442,63.91
11/4/2008,9.3161,4.3074,5.7561,6.7312,0.482,70.53
11/5/2008,-6.1694,-4.9039,-4.5064,-4.0117,0.391,65.3
11/6/2008,-6.8536,-5.0617,-4.0245,-7.2798,0.309,60.77
11/7/2008,-0.2193,6.275,5.3427,2.3874,0.289,61.04
11/10/2008,2.3781,0.0947,-1.4548,0.1442,0.208,62.41
11/11/2008,-6.0902,-1.8509,-3.4857,-4.5847,0.431,59.33
11/12/2008,-4.9054,-5.1204,-8.7104,-3.9497,0.147,56.16
11/13/2008,7.1038,9.4008,5.8865,0.0524,0.188,58.24
11/14/2008,-5.7551,-2.2941,-1.5916,2.5916,0.137,57.04
11/17/2008,-2.2087,-0.4072,-0.2506,-1.48,0.096,54.95
11/18/2008,-0.8636,4.0202,3.9278,4.1181,0.117,54.39
11/19/2008,-3.3728,-3.8124,-4.6803,-5.2736,0.066,53.62
11/20/2008,-8.5761,-6.6876,-8.8059,-6.6964,0.025,49.62
11/21/2008,3.6662,10.6554,9.5551,-2.5049,0.015,49.93
11/24/2008,7.6341,3.9441,6.4605,14.0012,0.015,54.5
11/25/2008,-6.2769,-0.8756,2.7308,1.9499,0.106,50.77
11/26/2008,7.6886,3.5591,2.0464,-1.2171,0.046,54.44
11/27/2008,7.6886,3.5591,2.0464,4.8529,0.046,54.44
11/28/2008,-5.5007,-0.9148,0.6616,0.2158,0.046,54.43
12/1/2008,-5.2269,-7.2863,-10.5155,-7.5377,0.046,49.28
12/2/2008,-3.4846,4.4409,5.3018,2.7692,0.056,46.96
12/3/2008,-1.1688,1.7008,-1.1988,-1.8635,0.015,46.79
12/4/2008,-6.9382,-3.3701,-4.4121,-2.2325,-0.016,43.67
12/5/2008,-3.2759,0.4327,0.4385,-5.8268,0.028,40.81
12/8/2008,5.4599,3.9164,5.6296,8.1382,0.015,43.71
12/9/2008,-4.6235,-1.7588,-0.3263,2.8608,0.003,42.07
12/10/2008,3.9478,2.3913,0.7639,0.1754,-0.005,43.52
12/11/2008,7.9028,-0.0624,2.1009,1.5258,0.005,47.98
12/12/2008,-1.3975,0.5374,-0.2121,-4.0897,0.02,46.28
12/15/2008,-3.3045,-0.6215,1.5094,-0.2312,0.01,44.51
12/16/2008,-1.0885,3.99,3.3298,1.4418,0.003,43.6
12/17/2008,-4.4731,-2.5018,0.5067,-2.0305,0.015,40.06
12/18/2008,-5.9753,-5.0086,-6.3319,-0.9845,0.017,36.22
12/19/2008,1.0082,-2.5714,-2.8418,-0.4186,0.02,33.87
12/22/2008,-7.3503,-0.1466,-0.5096,-1.3137,0.018,39.91
12/23/2008,-2.0568,0.2536,-0.2895,-1.5708,0.01,38.98
12/24/2008,-3.2533,0.9055,-1.3402,-0.7574,0.023,35.35
12/25/2008,-3.2533,0.9055,-1.3402,-0.7574,0.01,35.35
12/26/2008,0.2619,1.8606,0.6339,-0.7574,0.024,37.71
12/29/2008,6.2543,1.0753,1.9573,-1.063,0.066,40.02
12/30/2008,-2.3286,0.7306,1.1033,2.1212,0.091,39.03
12/31/2008,9.6026,1.5778,2.0079,1.16,0.081,44.6
1/1/2009,9.6026,1.5778,2.0079,1.16,0.076,44.6
1/2/2009,7.6435,2.2673,3.6585,4.9867,0.084,46.34
1/5/2009,4.6871,-0.0122,1.1971,1.9812,0.091,48.81
1/6/2009,-0.134,-1.6293,0.0408,2.4408,0.14,48.58
1/7/2009,-10.6846,-2.5529,-3.2416,-2.4313,0.096,42.63
1/8/2009,-0.2104,1.0735,2.8445,1.0964,0.076,41.7
1/9/2009,-2.5,-1.9219,-3.4419,-0.3697,0.061,40.83
1/12/2009,-5.3136,-1.3278,-3.0342,-2.2761,0.064,37.59
1/13/2009,3.8825,1.803,-1.0503,0.6582,0.106,37.78
1/14/2009,-1.9158,-3.6191,-4.4892,-4.7032,0.096,37.28
1/15/2009,-3.3622,2.0772,0.7178,-1.9266,0.106,35.4
1/16/2009,-1.0603,1.8784,1.6322,2.2605,0.117,36.51
1/19/2009,-1.0603,1.8784,1.6322,-0.6053,0.117,36.51
1/20/2009,-4.0188,-2.3175,-6.6501,-1.2708,0.106,38.74
1/21/2009,8.2694,3.893,1.9869,-3.9689,0.115,43.55
1/22/2009,-3.2549,-1.2995,-1.5443,-0.1396,0.101,43.67
1/23/2009,7.6949,-0.2429,-1.5927,1.8736,0.101,46.47
1/26/2009,-0.5877,0.7176,4.7082,4.1998,0.101,45.73
1/27/2009,-8.2141,0.4071,0.8431,0.5796,0.135,41.58
1/28/2009,0.8475,0.4181,0.9057,0.3667,0.181,42.16
1/29/2009,-1.7815,-2.8391,-2.3245,2.9228,0.223,41.44
1/30/2009,0,-0.6753,0.0707,-1.6481,0.231,41.68
2/2/2009,-2.8063,0.2746,-2.1191,-0.7992,0.249,40.08
2/3/2009,1.6549,1.8646,1.732,0.6497,0.315,40.78
2/4/2009,-2.0783,-0.5888,1.6552,2.2592,0.294,40.32
2/5/2009,1.9102,2.7298,2.9309,0.4103,0.277,41.17
2/6/2009,-2.1173,1.2033,2.9153,1.9408,0.279,40.17
2/9/2009,0.1773,-1.0705,-0.1757,0.1754,0.276,39.56
2/10/2009,-4.7434,-4.2023,-4.3775,-3.6009,0.321,37.55
2/11/2009,-3.0844,-2.0489,0.3681,0.9079,0.309,35.94
2/12/2009,0.1917,0.8581,1.6273,-0.3085,0.294,33.98
2/13/2009,-2.0283,-0.8375,-1.1051,1.9598,0.294,37.51
2/16/2009,-2.0283,-0.8375,-1.1051,-1.0622,0.297,37.51
2/17/2009,-8.3594,-4.4376,-4.1733,-1.636,0.288,34.93
2/18/2009,-2.5575,0.9259,-1.0947,0.4158,0.309,34.62
2/19/2009,6.2117,0.3058,0.8104,-0.8282,0.305,39.48
2/20/2009,0.2883,-1.2888,-2.3143,-2.714,0.274,38.94
2/23/2009,-4.23,-2.7095,-3.616,-1.3144,0.274,38.44
2/24/2009,4.8027,4.026,3.674,-1.9842,0.307,39.96
2/25/2009,6.383,-0.0555,-0.3494,-0.4992,0.302,42.5
2/26/2009,4.7308,-1.5267,-2.3291,-0.6689,0.272,45.22
2/27/2009,-0.661,-4.2988,-1.641,-2.413,0.252,44.76
3/2/2009,-9.5009,-4.4035,-8.3681,-7.1305,0.238,40.15
3/3/2009,3.7173,-0.8473,-2.8734,-4.7678,0.259,41.65
3/4/2009,8.7436,2.051,4.9209,6.632,0.254,45.38
3/5/2009,-3.803,-5.268,-3.5734,-2.8354,0.192,43.61
3/6/2009,5.384,2.909,2.2583,3.1691,0.201,45.52
3/9/2009,2.358,0.8434,2.4349,0.3345,0.206,47.07
3/10/2009,-2.8621,4.3674,2.9022,3.6678,0.238,45.71
3/11/2009,-5.4977,-2.4039,-0.0537,-0.2339,0.223,42.33
3/12/2009,7.3422,2.0982,2.7681,1.0551,0.196,47.03
3/13/2009,-2.1289,0.0745,0.1308,1.6241,0.193,46.25
3/16/2009,2.2439,-0.3423,0.3395,1.484,0.229,47.35
3/17/2009,4.2124,3.1656,2.4206,-1.7717,0.232,49.16
3/18/2009,0.5774,0.1158,1.5248,-4.0366,0.203,48.14
3/19/2009,2.5329,-1.2144,0.6508,0.0597,0.191,51.61
3/20/2009,1.3175,-3.2782,-2.0144,-0.2385,0.206,51.06
3/23/2009,3.316,6.7181,6.3452,3.5864,0.193,53.8
3/24/2009,-0.5349,-1.6305,-1.4558,-0.6924,0.211,53.98
3/25/2009,-1.2654,1.1242,0.3875,1.627,0.188,52.77
3/26/2009,2.5953,1.5251,0.6514,-1.1721,0.145,54.34
3/27/2009,-3.9663,-1.7549,-1.9415,0.0868,0.132,52.38
3/30/2009,-6.6667,-1.9291,-3.6177,-3.4682,0.132,48.41
3/31/2009,1.2195,-0.7723,1.6992,1.3772,0.206,49.66
4/1/2009,-1.6179,1.6593,0.798,-1.4176,0.203,48.39
4/2/2009,8.3975,1.4733,3.0183,4.4638,0.211,52.64
4/3/2009,-0.1614,0.2705,-0.7445,-2.0361,0.206,52.51
4/6/2009,-2.2632,-0.5537,-1.5001,-1.9028,0.191,51.05
4/7/2009,-4.2673,-1.9129,-2.6283,-1.313,0.196,49.15
4/8/2009,1.9005,0.3638,-0.1009,-1.4212,0.181,49.38
4/9/2009,4.0692,1.2761,1.0354,-0.3988,0.181,52.24
4/10/2009,4.0692,1.2761,1.0354,-0.3988,0.181,52.24
4/13/2009,-3.291,-2.606,-0.2249,-0.3988,0.172,50.05
4/14/2009,-1.5836,-0.4704,-1.8287,-0.462,0.167,49.41
4/15/2009,0.3423,0.6499,0.3572,-0.1547,0.146,49.25
4/16/2009,-0.0682,-1.0713,1.729,1.6424,0.127,49.98
4/17/2009,0.5463,-0.9791,0.2999,0,0.135,50.33
4/20/2009,-7.5722,-2.1873,-3.065,-0.9756,0.127,45.88
4/21/2009,0.4041,1.4397,2.2365,0.9852,0.147,46.51
4/22/2009,0.0366,-2.2346,-1.6595,-0.0915,0.136,48.85
4/23/2009,1.9751,1.4826,4.449,1.7394,0.101,49.62
4/24/2009,3.6585,1.3088,2.9621,3.8992,0.101,51.55
4/27/2009,-2.8374,-0.661,-0.3329,0.3464,0.089,50.14
4/28/2009,-0.8191,1.4366,1.6698,-0.7768,0.122,49.92
4/29/2009,2.5494,2.0274,1.1497,0.9568,0.096,50.97
4/30/2009,0.2451,-2.5862,-1.5078,0.919,0.13,51.12
5/1/2009,3.4579,2.0099,3.3208,0.919,0.148,53.2
5/4/2009,3.1735,0.2794,2.6214,2.3904,0.184,54.47
5/5/2009,-1.3416,-0.8065,-0.3998,-0.139,0.188,53.84
5/6/2009,4.2454,1.3747,2.8858,1.2864,0.184,56.34
5/7/2009,0.1909,0.5104,0.078,-0.4755,0.183,56.71
5/8/2009,3.1756,2.7129,4.7,2.1922,0.176,58.63
5/11/2009,-0.6156,-1.5678,-2.772,-2.6953,0.165,58.5
5/12/2009,1.053,2.2376,2,2.035,0.186,58.85
5/13/2009,-1.3485,-1.4826,-2.2111,1.0526,0.17,58.02
5/14/2009,0.6524,-0.0143,0.391,-1.261,0.157,58.62
5/15/2009,-3.3951,-0.9318,-1.2981,0.111,0.161,56.34
5/18/2009,4.5048,2.0113,3.5949,2.8009,0.162,59.03
5/19/2009,0.2446,0.0284,-0.3386,0.4856,0.181,59.65
5/20/2009,3.2937,-1.2904,1.4437,1.4497,0.172,62.04
5/21/2009,-1.4467,-1.7526,-0.7744,-1.9053,0.181,61.05
5/22/2009,0.9587,0.6434,0.4008,-0.027,0.179,61.67
5/25/2009,0.9587,0.6434,0.4008,-0.1619,0.179,61.67
5/26/2009,1.2166,1.4238,1.9958,1.5946,0.175,62.45
5/27/2009,1.3838,-2.163,-0.9681,-0.1862,0.16,63.45
5/28/2009,2.1919,1.3616,1.5391,0,0.138,65.08
5/29/2009,2.9994,0.1733,1.3929,1.2793,0.135,66.31
6/1/2009,2.8297,3.4751,4.8081,2.7895,0.096,68.58
6/2/2009,0.4809,1.6165,0.8481,0.0768,0.131,68.55
6/3/2009,-3.6161,-1.1519,-3.0008,-1.5605,0.127,66.12
6/4/2009,3.9724,1.2486,0.3153,0.078,0.142,68.81
6/5/2009,-0.7694,-0.0137,-1.0803,1.0647,0.183,68.44
6/8/2009,0.3743,0.2741,1.9658,-0.2569,0.178,68.09
6/9/2009,1.7315,-0.0683,1.1879,-0.0515,0.175,70.01
6/10/2009,2.0424,0.9847,0.3849,1.6753,0.178,71.33
6/11/2009,1.8219,0.2844,0.0959,-0.3802,0.175,72.68
6/12/2009,-0.63,-0.3646,-1.9345,-1.2723,0.17,72.04
6/15/2009,-2.3079,-1.3147,-2.6367,-3.634,0.155,70.62
6/16/2009,-0.026,-1.6207,-1.1033,0.0267,0.168,70.47
6/17/2009,0.4934,-0.2932,-1.8256,-1.5508,0.165,71.03
6/18/2009,0.3876,0.028,-1.405,-0.6518,0.178,71.37
6/19/2009,-2.2651,-0.5459,2.3261,2.433,0.173,69.55
6/22/2009,-4.5299,-3.1105,-4.0549,-4.3501,0.188,66.93
6/23/2009,3.2,0.1598,0.555,-0.7533,0.198,69.24
6/24/2009,-0.8554,-0.7252,-0.2972,0.7872,0.186,68.67
6/25/2009,2.5883,2.0891,0.9793,-1.1158,0.17,70.23
6/26/2009,-1.4192,-1.1878,-0.4006,-0.1693,0.178,69.16
6/29/2009,3.0925,2.2158,1.5241,2.317,0.181,71.49
6/30/2009,-1.9136,-0.9493,-0.5838,-1.6846,0.188,69.89
7/1/2009,-1.2391,0.9298,0.6082,1.9944,0.167,69.31
7/2/2009,-3.764,-2.9337,-1.897,-3.4426,0.161,66.73
7/3/2009,-3.764,-2.9337,-1.897,0.0856,0.158,66.73
7/6/2009,-3.7171,-0.5694,-2.4012,-2.8213,0.157,64.05
7/7/2009,-2.5929,-2.2614,-1.3063,-1.1144,0.186,62.93
7/8/2009,-3.6676,-0.4507,-0.0441,-0.7414,0.181,60.14
7/9/2009,0.6141,-0.4377,0.5076,1.0756,0.181,60.41
7/10/2009,-1.1993,-1.2885,-0.7027,-1.0346,0.172,59.89
7/13/2009,-0.0216,0.8907,2.1672,1.3142,0.181,59.69
7/14/2009,-0.8032,0.7915,0.4329,0.9434,0.181,59.52
7/15/2009,4.2354,3.3525,4.1595,2.7745,0.181,61.54
7/16/2009,0.2689,0.0292,1.2622,0.7388,0.17,62.02
7/17/2009,2.0262,0.0876,-0.4495,0.3385,0.167,63.56
7/20/2009,1.7231,0.613,2.9351,1.5462,0.168,63.98
7/21/2009,0.3158,2.2193,-0.3988,0.4153,0.187,64.72
7/22/2009,-0.3721,-0.6811,-0.5806,-0.6617,0.186,65.4
7/23/2009,2.8153,2.3146,2.0942,1.582,0.186,67.16
7/24/2009,1.2042,0.9496,-0.0986,0.1366,0.183,68.05
7/27/2009,0.2733,0.6363,1.3623,1.3097,0.191,68.38
7/28/2009,-1.5419,-1.1821,-2.6101,-1.1042,0.188,67.23
7/29/2009,-6.4038,-0.6399,-0.66,0.9804,0.183,63.35
7/30/2009,6.0353,-0.994,0.4027,1.0248,0.181,66.94
7/31/2009,3.7194,-0.4666,0.3409,-1.5483,0.181,69.45
8/3/2009,3.0155,0.3694,4.0168,0.7321,0.175,71.58
8/4/2009,0.1319,-0.0708,-0.634,0.6191,0.183,71.42
8/5/2009,0.6057,-0.8074,-0.3287,-1.6121,0.181,71.97
8/6/2009,0.1832,-0.4284,-2.0175,0.0553,0.17,71.94
8/7/2009,-1.6201,-0.3729,1.1879,1.3536,0.175,70.93
8/10/2009,0.1594,-0.4174,0.1761,-0.7359,0.162,70.6
8/11/2009,-2.254,-0.9107,-0.7227,0.8237,0.181,69.45
8/12/2009,1.3294,1.4384,0.6099,1.1983,0.175,70.16
8/13/2009,1.2048,-0.5209,0.7555,-0.5113,0.172,70.52
8/14/2009,-4.6825,-0.7855,-0.4933,-0.1893,0.171,67.51
8/17/2009,-1.4155,-2.4337,-2.4787,-0.813,0.172,66.75
8/18/2009,3.7725,-0.0902,1.7893,0.6831,0.183,69.19
8/19/2009,3.4183,2.271,1.1586,0.19,0.162,72.42
8/20/2009,-1.1805,0.8676,1.0071,1.4626,0.157,72.54
8/21/2009,1.4866,1.9391,2.1505,2.5093,0.161,73.89
8/24/2009,0.1831,1.9737,-0.7081,0.3125,0.157,74.37
8/25/2009,-2.9504,-0.8696,0.0964,0.9865,0.16,72.05
8/26/2009,-0.5919,0.9762,-1.0784,-0.4627,0.15,71.43
8/27/2009,2.0839,-0.7146,0.9928,-0.439,0.145,72.49
8/28/2009,-0.1591,-1.0443,0.1928,0.9598,0.142,72.74
8/31/2009,-4.2751,-1.3833,-1.0196,-0.5396,0.132,69.96
9/1/2009,-2.1637,-1.0701,-1.9048,-1.0333,0.134,68.05
9/2/2009,-0.2552,-0.3362,4.0816,1.6967,0.134,68.05
9/3/2009,0.398,0.1173,0.514,-0.77,0.127,67.96
9/4/2009,-0.5379,1.3478,0.7386,0.2845,0.131,68.02
9/7/2009,-0.5379,1.3478,0.7386,0.5932,0.132,68.02
9/8/2009,5.1523,2.1249,1.8237,1.0256,0.127,71.1
9/9/2009,0,-0.2123,1.4586,1.5736,0.14,71.31
9/10/2009,1.164,0.2128,0.1638,0.05,0.142,71.94
9/11/2009,-4.1477,-0.9483,-0.8358,-0.3497,0.14,69.29
9/14/2009,-0.3071,0.0286,-0.5313,-0.9023,0.135,68.86
9/15/2009,2.7723,-0.7286,-0.3131,-0.0506,0.13,70.93
9/16/2009,1.9891,1.2232,0.9793,0.1518,0.106,72.51
