,date_thurs,Artcount,Entropy,ftopic1,ftopic2,ftopic3,ftopic4,ftopic5,ftopic6,ftopic7,stopic1,stopic2,stopic3,stopic4,stopic5,stopic6,stopic7,artcount_4wk,entropy_4wk,ftopic1_4wk,ftopic2_4wk,ftopic3_4wk,ftopic4_4wk,ftopic5_4wk,ftopic6_4wk,ftopic7_4wk,stopic1_4wk,stopic2_4wk,stopic3_4wk,stopic4_4wk,stopic5_4wk,stopic6_4wk,stopic7_4wk,PCAsent,PCAfreq,PCAall
12,1998-07-02,195.60000610351562,2.2995128631591797,0.06514544039964676,0.4394696056842804,0.009551704861223698,0.3053010404109955,0.05904455482959747,0.03718765825033188,0.03873280808329582,-0.0009107395890168846,-0.0064157648012042046,-9.70995970419608e-05,-0.0064752367325127125,-0.0005116750253364444,-0.0006605361704714596,-0.00043038500007241964,225.04001,2.3064265,0.058599267,0.48840952,0.01506376,0.28216168,0.060246512,0.029290373,0.031045698,-0.00075382454,-0.0076045753,-0.0003459784,-0.0053632995,-0.00054918486,-0.00054593367,-0.00039578156,-2.09598445892334,2.7861618995666504,3.570401906967163
13,1998-07-09,155.60000610351562,2.2746505737304688,0.07178103178739548,0.46861782670021057,0.009271709248423576,0.25452205538749695,0.08142569661140442,0.030768701806664467,0.03603518009185791,-0.0009987271623685956,-0.0069863502867519855,-0.0001586088037583977,-0.004452223889529705,-0.0003230813890695572,-0.0007704705931246281,-0.0006045647896826267,209.24,2.298392,0.06052889,0.4911058,0.0129776215,0.26994026,0.06745812,0.029482411,0.032005068,-0.0008192633,-0.0077313217,-0.00025795793,-0.0050232946,-0.0005248221,-0.00061776326,-0.00043430025,-2.295647144317627,2.9761486053466797,3.891432046890259
14,1998-07-16,164.60000610351562,2.2763116359710693,0.07139340788125992,0.457130491733551,0.013334443792700768,0.27289119362831116,0.1053134873509407,0.03304562717676163,0.022955453023314476,-0.0009432326187379658,-0.006745443679392338,-0.0001353332045255229,-0.004842340014874935,-0.0007293432136066258,-0.0004958054050803185,-0.00040744058787822723,196.08,2.2928727,0.06371714,0.47784013,0.013766788,0.27228576,0.07679605,0.030218158,0.029843843,-0.00086455187,-0.007291519,-0.0002516141,-0.004903604,-0.00055423926,-0.00057881564,-0.00043788578,-2.0501012802124023,3.0186707973480225,3.7812583446502686
15,1998-07-23,243.39999389648438,2.2755963802337646,0.06483511626720428,0.4671931564807892,0.01033525075763464,0.2514120042324066,0.0882640853524208,0.03714004158973694,0.036375194787979126,-0.0008674684213474393,-0.006648602895438671,-0.00018805060244631022,-0.0046414537355303764,-0.00037314859218895435,-0.0006307633593678474,-0.0005742217763327062,199.36,2.2853854,0.0647038,0.4684922,0.011738636,0.2724585,0.08007384,0.032608863,0.031863406,-0.0008685826,-0.006944225,-0.0001718258,-0.0049780672,-0.0004738857,-0.00060618937,-0.0004658889,-2.119274139404297,3.171438455581665,3.9001052379608154
16,1998-07-30,205.0,2.277879238128662,0.06521528959274292,0.4487725794315338,0.009178881533443928,0.286383718252182,0.08441496640443802,0.03197884187102318,0.03012574091553688,-0.0006952743860892951,-0.005640770774334669,-0.0003068732039537281,-0.005160289816558361,-0.00046302759437821805,-0.0005252085975371301,-0.00042153458343818784,192.84,2.28079,0.067674056,0.45623672,0.010334398,0.274102,0.08369256,0.034024175,0.032844875,-0.00088308845,-0.0064873863,-0.00017719308,-0.005114309,-0.00048005517,-0.00061655685,-0.00048762935,-1.898195505142212,3.231818675994873,3.8151445388793945
17,1998-08-06,222.39999389648438,2.260392189025879,0.07062578946352005,0.4811549484729767,0.008792662993073463,0.2516055107116699,0.07496064901351929,0.03182427957653999,0.031135274097323418,-0.0011322577483952045,-0.008693769574165344,-0.00015759120287839323,-0.004507438745349646,-0.0005393066094256938,-0.0008514948422089219,-0.00022428820375353098,198.2,2.272966,0.068770126,0.4645738,0.010182589,0.26336288,0.086875774,0.032951497,0.03132537,-0.00092739204,-0.0069429874,-0.0001892914,-0.0047207493,-0.0004855815,-0.0006547486,-0.00044640998,-2.153939723968506,3.3437206745147705,4.0422797203063965
18,1998-08-13,206.0,2.2595088481903076,0.0800473615527153,0.4564141631126404,0.005076524801552296,0.2675076127052307,0.08096681535243988,0.024366557598114014,0.035736653953790665,-0.0008872910402715206,-0.007305853068828583,-9.761079854797572e-05,-0.005360610317438841,-0.0005822688108310103,-0.00036257918691262603,-0.0004324129840824753,208.28,2.2699378,0.070423394,0.46213308,0.009343552,0.26596,0.086784,0.03167107,0.031265665,-0.00090510485,-0.007006888,-0.0001770918,-0.0049024266,-0.000537419,-0.00057317025,-0.00041197962,-2.0909712314605713,3.228041648864746,3.867488384246826
19,1998-08-20,202.1999969482422,2.267751693725586,0.07227189838886261,0.466198593378067,0.009009103290736675,0.2667560279369354,0.08541299402713776,0.024915024638175964,0.04215913638472557,-0.0008140841964632273,-0.0071141100488603115,-0.0003537760057952255,-0.005037636961787939,-0.0006174562149681151,-0.00028268940513953567,-0.0006794987712055445,215.8,2.2682257,0.070599094,0.4639467,0.008478485,0.264733,0.082803905,0.030044949,0.0351064,-0.00087927515,-0.007080621,-0.00022078036,-0.004941486,-0.0005150416,-0.00053054705,-0.00046639127,-1.9303631782531738,3.0092475414276123,3.587573528289795
20,1998-08-27,232.39999389648438,2.2894444465637207,0.06943140923976898,0.4411357343196869,0.015884680673480034,0.2827954888343811,0.06769565492868423,0.027106745168566704,0.05423275753855705,-0.0011292871786281466,-0.008102012798190117,-0.00030525040347129107,-0.005101123824715614,-0.0007268370245583355,-0.0003648489946499467,-0.0009750191820785403,213.59999,2.2709954,0.07151835,0.4587352,0.009588371,0.27100968,0.078690216,0.02803829,0.038677912,-0.00093163893,-0.007371303,-0.0002442203,-0.00503342,-0.00058577926,-0.0004773642,-0.0005465507,-1.5938624143600464,2.6068427562713623,3.1376938819885254
21,1998-09-03,216.1999969482422,2.2950570583343506,0.07222766429185867,0.43702107667922974,0.015603899955749512,0.25450438261032104,0.07316668331623077,0.03172675147652626,0.053894493728876114,-0.0009415968088433146,-0.00687559274956584,-9.116719593293965e-05,-0.0051560178399086,-0.0009543778141960502,-0.0005261655896902084,-0.0006509500090032816,215.84,2.2744308,0.07292082,0.4563849,0.0108733745,0.2646338,0.07644056,0.027987871,0.043431662,-0.0009809034,-0.0076182676,-0.00020107912,-0.0050325654,-0.0006840493,-0.00047755562,-0.00059243385,-1.479994773864746,2.4599719047546387,2.9963157176971436
22,1998-09-10,164.60000610351562,2.303818464279175,0.06473743915557861,0.4699869155883789,0.010285787284374237,0.270035982131958,0.06336988508701324,0.01766381226480007,0.04423830658197403,-0.0009501560125499964,-0.007873632945120335,-0.00019967620028182864,-0.0050466847606003284,-0.0005215744022279978,-0.0003491337993182242,-0.0005922102136537433,204.28,2.283116,0.07174315,0.4541513,0.011171999,0.2683199,0.07412241,0.025155779,0.04605227,-0.00094448304,-0.00745424,-0.00020949612,-0.005140415,-0.00068050285,-0.0003770834,-0.0006660182,-1.1712925434112549,2.085512161254883,2.5659282207489014
23,1998-09-17,224.60000610351562,2.28861141204834,0.061802204698324203,0.4187246561050415,0.009410168044269085,0.28706225752830505,0.08594448119401932,0.03433313965797424,0.03934158384799957,-0.0007178806117735803,-0.005086930003017187,-0.00010648039460647851,-0.0051311710849404335,-0.00040362999425269663,-0.0006256898050196469,-0.00048182960017584264,208.0,2.2889366,0.06809412,0.4466134,0.012038728,0.27223083,0.07511794,0.027149094,0.046773255,-0.00091060094,-0.0070104557,-0.00021127005,-0.005094527,-0.0006447751,-0.0004297055,-0.00067590154,-1.179007649421692,2.1317052841186523,2.585629940032959
24,1998-09-24,237.1999969482422,2.2901556491851807,0.058861542493104935,0.4404538869857788,0.012446592561900616,0.2931550443172455,0.07318098843097687,0.022311322391033173,0.0400354228913784,-0.0006481073796749115,-0.005496233236044645,-0.0004250675847288221,-0.005423105321824551,-0.0007295925752259791,-0.0003463963803369552,-0.0006457694107666612,215.0,2.2934175,0.06541205,0.44146445,0.012726226,0.27751064,0.07267154,0.026628355,0.046348512,-0.0008774056,-0.0066868803,-0.00022552836,-0.0051716208,-0.00066720234,-0.0004424469,-0.0006691557,-1.097684621810913,2.0025975704193115,2.430306911468506
25,1998-10-01,245.8000030517578,2.2679736614227295,0.07289016991853714,0.4096435308456421,0.018718158826231956,0.30412793159484863,0.08306069672107697,0.02908579260110855,0.04423294588923454,-0.001064317999407649,-0.006372556090354919,-0.00039674300933256745,-0.0059104422107338905,-0.0010739989811554551,-0.00044806001824326813,-0.0009229819988831878,217.68001,2.2891233,0.0661038,0.435166,0.013292922,0.2817771,0.07574455,0.027024163,0.04434855,-0.00086441176,-0.006340989,-0.00024382687,-0.005333484,-0.00073663477,-0.00045908912,-0.00065874826,-0.9256503582000732,2.018878698348999,2.3282065391540527
26,1998-10-08,250.1999969482422,2.258366107940674,0.07726073265075684,0.4483845829963684,0.014957228675484657,0.2757931351661682,0.080594502389431,0.02544582635164261,0.035752929747104645,-0.001138464780524373,-0.007333853747695684,-0.00037179881474003196,-0.005023283418267965,-0.0006510220118798316,-0.0005177389830350876,-0.000768722384236753,224.48,2.281785,0.06711042,0.43743873,0.013163587,0.28603488,0.07723011,0.025767978,0.04072024,-0.00090378535,-0.0064326413,-0.00029995322,-0.0053069373,-0.0006759636,-0.0004574038,-0.00068230275,-0.8329944014549255,2.0075771808624268,2.238919496536255
27,1998-10-15,210.60000610351562,2.25461483001709,0.07317280024290085,0.4526364803314209,0.010866631753742695,0.2871072590351105,0.06888164579868317,0.024381371214985847,0.03467673435807228,-0.0013933248119428754,-0.007710197474807501,-0.0002007496077567339,-0.004643828142434359,-0.0005158024141564965,-0.0004928234266117215,-0.0005222231848165393,233.68001,2.2719443,0.06879749,0.43396863,0.013279756,0.28944913,0.07833246,0.027111491,0.038807925,-0.0009924191,-0.006399954,-0.00030016789,-0.005226366,-0.0006748092,-0.0004861417,-0.0006683053,-0.790141224861145,2.1287782192230225,2.2838547229766846
28,1998-10-22,230.60000610351562,2.266240358352661,0.07788414508104324,0.4321610629558563,0.018620315939188004,0.27704066038131714,0.09030597656965256,0.027660610154271126,0.0335494726896286,-0.001379326800815761,-0.005840596277266741,-0.00035392679274082184,-0.0037685749121010303,-0.0009640060015954077,-0.00037085619987919927,-0.0005559371784329414,234.88,2.2674701,0.07201388,0.4366559,0.015121786,0.2874448,0.07920476,0.025776984,0.0376495,-0.0011247083,-0.0065506874,-0.00034965717,-0.004953847,-0.0007868844,-0.000435175,-0.00068312685,-0.42277637124061584,2.036376953125,2.0208346843719482
29,1998-10-29,223.0,2.262568950653076,0.06156214699149132,0.4658821225166321,0.015552426688373089,0.3066014051437378,0.0630020946264267,0.020484374836087227,0.04021735489368439,-0.0007331834058277309,-0.006187144201248884,-0.0001605418074177578,-0.004624506458640099,-0.000543542206287384,-0.00035004198434762657,-0.000741631374694407,232.04001,2.2619529,0.072554,0.44174156,0.015742952,0.29013407,0.077168986,0.025411595,0.037685886,-0.0011417236,-0.0066888696,-0.000296752,-0.004794127,-0.00074967433,-0.00043590413,-0.00070229924,-0.5555380582809448,1.981677770614624,2.087076187133789
30,1998-11-05,222.0,2.2575929164886475,0.07243506610393524,0.4398176074028015,0.0260272528976202,0.2842199206352234,0.06862200051546097,0.018460722640156746,0.026856951415538788,-0.0011532591888681054,-0.006985595915466547,-0.0003298023948445916,-0.003807811765000224,-0.0005793710006400943,-0.0002006935974350199,-0.0003462035965640098,227.28,2.2598767,0.072462976,0.44777638,0.01720477,0.28615248,0.074281245,0.023286581,0.03421069,-0.0011595117,-0.0068114777,-0.0002833639,-0.0043736007,-0.0006507487,-0.00038643082,-0.0005869435,-0.9265235066413879,1.9334301948547363,2.269712209701538
31,1998-11-12,249.60000610351562,2.282005786895752,0.06725367158651352,0.42863550782203674,0.03076484613120556,0.3278145492076874,0.04352289065718651,0.020681651309132576,0.025134548544883728,-0.0008291511912830174,-0.0076284585520625114,-0.0005942743737250566,-0.007573226001113653,-0.0003149643889628351,-0.00040246499702334404,-0.0004744413890875876,227.16,2.2646046,0.070461564,0.44382656,0.020366294,0.29655677,0.06686692,0.022333747,0.032087013,-0.0010976491,-0.0068703983,-0.000327859,-0.004883589,-0.0005835372,-0.00036337605,-0.0005280874,-1.0131261348724365,1.6971932649612427,2.143416404724121
32,1998-11-19,238.8000030517578,2.2761824131011963,0.07206903398036957,0.45417892932891846,0.010469067841768265,0.27870362997055054,0.05715386942028999,0.02416140027344227,0.03203345835208893,-0.0010878463508561254,-0.006868251599371433,-0.00013103160017635673,-0.004748702514916658,-0.0005769183626398444,-0.00037586918915621936,-0.0003869177890010178,232.8,2.268918,0.07024081,0.44413504,0.020286782,0.29487604,0.064521365,0.022289751,0.031558357,-0.0010365534,-0.006702009,-0.0003139154,-0.0049045645,-0.0005957604,-0.00033998518,-0.0005010263,-1.0693739652633667,1.7240937948226929,2.167736053466797
33,1998-11-26,234.60000610351562,2.27081298828125,0.09278573840856552,0.4952095150947571,0.011568572372198105,0.2689913511276245,0.03742479905486107,0.019186746329069138,0.028833668678998947,-0.0010362999746575952,-0.0076441774144768715,-0.00013357479474507272,-0.004723876249045134,-0.00035998880048282444,-0.000297227205010131,-0.000516913365572691,233.6,2.2698326,0.07322113,0.45674473,0.018876433,0.29326618,0.05394513,0.020594979,0.030615196,-0.000967948,-0.0070627257,-0.00026984498,-0.0050956244,-0.00047495696,-0.0003252594,-0.0004932215,-1.4177918434143066,1.7048866748809814,2.37125301361084
34,1998-12-03,235.39999389648438,2.274604082107544,0.10520835220813751,0.4703393280506134,0.01016169786453247,0.2552885413169861,0.04137909784913063,0.03720175847411156,0.042994607239961624,-0.0013897409662604332,-0.007249968126416206,-0.00014208920765668154,-0.0037529522087424994,-0.00034237379441037774,-0.0004933025920763612,-0.0005487438174895942,236.08,2.2722397,0.081950374,0.45763618,0.017798288,0.2830036,0.04962053,0.023938457,0.031170648,-0.0010992596,-0.0072752903,-0.00026615447,-0.004921314,-0.00043472328,-0.0003539115,-0.000454644,-1.5029559135437012,2.083507776260376,2.7052271366119385
35,1998-12-10,231.8000030517578,2.280937433242798,0.0710950419306755,0.4822832942008972,0.010213044472038746,0.27157875895500183,0.05764821171760559,0.030041644349694252,0.0344560481607914,-0.0009433181839995086,-0.007304974365979433,-0.00017432819004170597,-0.004744376987218857,-0.0005516611854545772,-0.0005390259902924299,-0.0006223965901881456,238.04001,2.2769086,0.08168237,0.4661293,0.014635446,0.28047538,0.047425773,0.02625464,0.032690465,-0.0010572714,-0.007339166,-0.00023505963,-0.0051086266,-0.0004291813,-0.000421578,-0.0005098826,-1.579674482345581,2.3759140968322754,2.9763243198394775
36,1998-12-17,227.1999969482422,2.294635534286499,0.07499101758003235,0.4074815809726715,0.014012604020535946,0.3112970292568207,0.048131152987480164,0.021052908152341843,0.02679269388318062,-0.0009064084151759744,-0.007041554432362318,-0.00035397778265178204,-0.008089076727628708,-0.0003967295924667269,-0.0003882037999574095,-0.00046529300743713975,233.56,2.2794344,0.08322984,0.46189854,0.011284998,0.27717185,0.048347425,0.026328892,0.033022095,-0.0010727227,-0.0072217854,-0.00018700032,-0.005211797,-0.00044553436,-0.00041872574,-0.00050805294,-1.5642980337142944,2.480396270751953,3.0541043281555176
37,1998-12-24,170.8000030517578,2.279074192047119,0.062318142503499985,0.45927268266677856,0.012728414498269558,0.3095742464065552,0.057435546070337296,0.016876669600605965,0.020022641867399216,-0.0007782675675116479,-0.007564297877252102,-0.000368776818504557,-0.007969033904373646,-0.0005667987861670554,-0.00023050019808579236,-0.00026184701710008085,219.96,2.2800128,0.08127966,0.46291727,0.011736867,0.283346,0.048403762,0.024871945,0.030619932,-0.001010807,-0.0073609944,-0.00023454936,-0.005855863,-0.00044351042,-0.00038965195,-0.00048303875,-1.5039987564086914,2.3701236248016357,2.961252212524414
38,1998-12-31,135.39999389648438,2.2574398517608643,0.0904286727309227,0.4542906880378723,0.004756753332912922,0.2749454081058502,0.042507417500019073,0.02946588583290577,0.020378353074193,-0.0014505712315440178,-0.008220833726227283,-0.00015729900042060763,-0.005773906130343676,-0.00018942459428217262,-0.0007443667855113745,-0.0003995077859144658,200.12,2.2773383,0.080808245,0.45473352,0.010374503,0.2845368,0.049420286,0.026927773,0.028928868,-0.0010936613,-0.0074763256,-0.0002392942,-0.0060658692,-0.0004093976,-0.00047907987,-0.00045955763,-1.5856035947799683,2.58337140083313,3.246086597442627
39,1999-01-07,226.1999969482422,2.257614850997925,0.08000893890857697,0.45427268743515015,0.005430462770164013,0.27510765194892883,0.0549556165933609,0.029557114467024803,0.031087785959243774,-0.0010929987765848637,-0.004861994180828333,-0.00012354180216789246,-0.004146965220570564,-0.0002699347969610244,-0.0006113994168117642,-0.00042675097938627005,198.28,2.2739403,0.07576837,0.45152017,0.009428256,0.2885006,0.05213559,0.025398845,0.026547505,-0.0010343129,-0.006998731,-0.00023558472,-0.0061446717,-0.0003949098,-0.00050269923,-0.00043515908,-1.6077706813812256,2.5133280754089355,3.200138807296753
40,1999-01-14,225.8000030517578,2.2649431228637695,0.08022169023752213,0.4905192255973816,0.007452523335814476,0.26424455642700195,0.06520767509937286,0.019907210022211075,0.025757569819688797,-0.000687101564835757,-0.006625418085604906,-0.00011711099796229973,-0.004468243569135666,-0.0003084497875533998,-0.00023153579968493432,-0.00044906020048074424,197.08,2.2707415,0.07759369,0.45316738,0.008876151,0.28703377,0.05364748,0.023371957,0.024807809,-0.0009830695,-0.0068628197,-0.00022414129,-0.006089445,-0.0003462675,-0.0004412012,-0.0004004918,-1.697100281715393,2.442213535308838,3.1681277751922607
41,1999-01-21,202.39999389648438,2.2579259872436523,0.07818849384784698,0.4577533006668091,0.012131082825362682,0.2965564429759979,0.06023986637592316,0.023117002099752426,0.03241773694753647,-0.0008358343620784581,-0.005361267831176519,-0.00011890779569512233,-0.0042902822606265545,-0.000347799010341987,-0.0003265445993747562,-0.0004177585942670703,192.12,2.2633996,0.07823319,0.46322173,0.008499848,0.28408566,0.056069225,0.023784777,0.025932817,-0.0009689547,-0.006526762,-0.00017712728,-0.005329686,-0.0003364814,-0.00042886936,-0.0003909849,-1.842158555984497,2.5331082344055176,3.3267276287078857
42,1999-01-28,180.8000030517578,2.2828896045684814,0.08232030272483826,0.4547251760959625,0.011033372022211552,0.25476863980293274,0.0721624344587326,0.0320071317255497,0.03716275840997696,-0.0011524057481437922,-0.00729113956913352,-0.0002195327979279682,-0.00412578834220767,-0.000702854769770056,-0.00042452459456399083,-0.0004958737990818918,194.12,2.2641628,0.08223362,0.46231222,0.008160839,0.27312455,0.059014603,0.02681087,0.02936084,-0.0010437823,-0.006472131,-0.00014727848,-0.0045610373,-0.00036369258,-0.00046767422,-0.00043779027,-1.850555181503296,2.7895662784576416,3.5269951820373535
43,1999-02-04,232.39999389648438,2.2703285217285156,0.09088631719350815,0.45331698656082153,0.007295871153473854,0.2834228277206421,0.06834971159696579,0.02218417264521122,0.03187324479222298,-0.0012058679712936282,-0.007357034366577864,-0.00012882219743914902,-0.003853283356875181,-0.0006047887727618217,-0.0004182028060313314,-0.00039671300328336656,213.52,2.2667403,0.082325146,0.46211746,0.008668662,0.27482003,0.064183064,0.025354527,0.03165982,-0.0009948417,-0.006299371,-0.00014158312,-0.0041769124,-0.00044676542,-0.00040244145,-0.00043723133,-1.7705730199813843,2.5785770416259766,3.2401106357574463
44,1999-02-11,232.39999389648438,2.279409408569336,0.09946262091398239,0.4597097337245941,0.007742095738649368,0.2612287700176239,0.06043103709816933,0.033548951148986816,0.033931612968444824,-0.0012525718193501234,-0.006598377134650946,-0.00014246739738155156,-0.0033020188566297293,-0.0004998474032618105,-0.0005729310214519501,-0.0005278785829432309,214.76,2.2710993,0.08621588,0.4632049,0.009130989,0.27204424,0.06527814,0.026152894,0.032228585,-0.0010267562,-0.0066466476,-0.00014536823,-0.0040079234,-0.00049274793,-0.00039474777,-0.00045745683,-1.759289026260376,2.6469991207122803,3.288879871368408
45,1999-02-18,203.60000610351562,2.2857065200805664,0.087593674659729,0.42473065853118896,0.008736363612115383,0.3002490997314453,0.04663651064038277,0.025973357260227203,0.04621674492955208,-0.0012431226205080748,-0.005524064879864454,-0.00012927119678352028,-0.00473462138324976,-0.00038258099812082946,-0.0004230049962643534,-0.0005451277829706669,210.31999,2.275252,0.08769028,0.45004717,0.009387757,0.27924517,0.061563913,0.027366122,0.036320418,-0.0011379605,-0.0064263768,-0.00014780028,-0.004061199,-0.0005075742,-0.0004330416,-0.00047667036,-1.5358169078826904,2.471803903579712,3.0806076526641846
46,1999-02-25,241.60000610351562,2.2931692600250244,0.09011764824390411,0.4492813050746918,0.009969589300453663,0.29631510376930237,0.05775749683380127,0.034737832844257355,0.03224999085068703,-0.0009970415849238634,-0.0056046489626169205,-0.0002058198006125167,-0.00408551748842001,-0.00036040940904058516,-0.0005654937704093754,-0.0003594071895349771,218.16,2.2823007,0.09007611,0.44835278,0.008955458,0.2791969,0.06106744,0.02969029,0.036286872,-0.0011702019,-0.006475053,-0.00016518268,-0.0040202457,-0.00051009626,-0.00048083143,-0.00046500008,-1.5730910301208496,2.6675617694854736,3.229801893234253
